index,content,difficulty,board,row,column
106,"3, 5, 5, 2, 2, 5, 0, 0, 0, 2, 3, 0, 5, 0, 2, 6, 0, 4, 0, 1, 4, 0, 1, 0, 3, 6, 0, 3, 0, 6, 1, 0, 0, 0, 4, 6, 1, 1, 4, 1",22.379,2,8,5
107,"6, 2, 5, 6, 6, 1, 0, 0, 0, 5, 2, 0, 6, 0, 5, 1, 0, 3, 0, 5, 3, 0, 4, 0, 2, 3, 0, 3, 0, 2, 1, 0, 0, 0, 4, 1, 4, 1, 4, 1",22.479,2,8,5
108,"1, 2, 5, 2, 2, 5, 0, 0, 0, 1, 2, 0, 1, 0, 1, 6, 0, 6, 0, 1, 1, 0, 5, 0, 3, 5, 0, 6, 0, 6, 4, 0, 0, 0, 4, 4, 4, 3, 3, 3",22.637,2,8,5
109,"4, 6, 2, 2, 1, 1, 0, 0, 0, 6, 1, 0, 1, 0, 3, 4, 0, 1, 0, 3, 3, 0, 3, 0, 1, 2, 0, 5, 0, 4, 5, 0, 0, 0, 4, 5, 5, 2, 6, 6",22.924,2,8,5
110,"5, 3, 1, 3, 5, 2, 0, 0, 0, 3, 2, 0, 1, 0, 3, 6, 0, 6, 0, 4, 6, 0, 1, 0, 4, 6, 0, 4, 0, 1, 1, 0, 0, 0, 5, 1, 2, 2, 4, 5",22.974,2,8,5
111,"6, 6, 2, 6, 2, 6, 0, 0, 0, 4, 4, 0, 3, 0, 1, 3, 0, 1, 0, 4, 4, 0, 5, 0, 3, 1, 0, 2, 0, 1, 3, 0, 0, 0, 1, 2, 5, 5, 1, 5",23.118,2,8,5
112,"1, 2, 3, 1, 1, 1, 0, 0, 0, 3, 4, 0, 5, 0, 2, 2, 0, 5, 0, 6, 3, 0, 2, 0, 6, 4, 0, 6, 0, 3, 4, 0, 0, 0, 5, 1, 4, 1, 5, 6",23.26,2,8,5
113,"3, 6, 4, 2, 2, 1, 0, 0, 0, 4, 6, 0, 3, 0, 6, 1, 0, 5, 0, 5, 1, 0, 6, 0, 3, 3, 0, 1, 0, 4, 1, 0, 0, 0, 4, 2, 1, 2, 5, 5",23.444,2,8,5
114,"6, 3, 1, 4, 5, 1, 0, 0, 0, 4, 4, 0, 3, 0, 3, 6, 0, 3, 0, 5, 6, 0, 4, 0, 2, 5, 0, 1, 0, 1, 6, 0, 0, 0, 2, 5, 2, 1, 1, 2",23.576,2,8,5
115,"1, 1, 4, 2, 4, 4, 0, 0, 0, 5, 2, 0, 5, 0, 4, 5, 0, 3, 0, 2, 3, 0, 2, 0, 3, 1, 0, 1, 0, 6, 6, 0, 0, 0, 5, 1, 6, 1, 3, 6",23.748,2,8,5
116,"1, 3, 4, 6, 4, 1, 0, 0, 0, 5, 6, 0, 3, 0, 5, 6, 0, 1, 0, 4, 3, 0, 3, 0, 2, 1, 0, 4, 0, 6, 1, 0, 0, 0, 2, 5, 1, 5, 2, 2",23.896,2,8,5
117,"1, 4, 4, 2, 1, 3, 0, 0, 0, 1, 2, 0, 5, 0, 3, 1, 0, 6, 0, 3, 6, 0, 5, 0, 5, 4, 0, 4, 0, 5, 3, 0, 0, 0, 1, 6, 6, 1, 2, 2",24.057,2,8,5
118,"5, 1, 3, 3, 1, 5, 0, 0, 0, 2, 6, 0, 2, 0, 6, 6, 0, 3, 0, 2, 1, 0, 2, 0, 6, 4, 0, 4, 0, 4, 3, 0, 0, 0, 1, 1, 5, 4, 5, 1",24.218,2,8,5
119,"3, 1, 2, 2, 1, 1, 0, 0, 0, 2, 3, 0, 4, 0, 4, 1, 0, 3, 0, 2, 6, 0, 3, 0, 4, 4, 0, 6, 0, 1, 5, 0, 0, 0, 6, 1, 6, 5, 5, 5",24.375,2,8,5
120,"4, 6, 6, 4, 2, 3, 0, 0, 0, 2, 5, 0, 5, 0, 6, 3, 0, 4, 0, 6, 1, 0, 2, 0, 1, 1, 0, 2, 0, 3, 1, 0, 0, 0, 1, 5, 4, 3, 5, 1",24.539,2,8,5
121,"6, 5, 3, 4, 4, 3, 0, 0, 0, 2, 3, 0, 1, 0, 5, 6, 0, 2, 0, 2, 3, 0, 1, 0, 4, 1, 0, 4, 0, 1, 1, 0, 0, 0, 2, 6, 5, 6, 5, 1",24.699,2,8,5
122,"1, 4, 4, 1, 2, 6, 0, 0, 0, 3, 6, 0, 6, 0, 2, 4, 0, 3, 0, 6, 1, 0, 3, 0, 5, 1, 0, 1, 0, 3, 4, 0, 0, 0, 5, 2, 5, 2, 5, 1",24.854,2,8,5
123,"4, 4, 3, 3, 4, 1, 0, 0, 0, 4, 2, 0, 2, 0, 6, 1, 0, 5, 0, 1, 6, 0, 2, 0, 3, 1, 0, 5, 0, 2, 1, 0, 0, 0, 6, 6, 3, 5, 5, 1",25.018,2,8,5
124,"1, 1, 1, 6, 2, 6, 0, 0, 0, 2, 5, 0, 1, 0, 3, 1, 0, 5, 0, 3, 4, 0, 4, 0, 6, 5, 0, 6, 0, 1, 2, 0, 0, 0, 4, 4, 5, 3, 2, 3",25.172,2,8,5
125,"5, 6, 2, 3, 3, 1, 0, 0, 0, 6, 2, 0, 3, 0, 1, 5, 0, 4, 0, 1, 1, 0, 1, 0, 3, 1, 0, 4, 0, 6, 2, 0, 0, 0, 4, 2, 5, 4, 5, 6",25.337,2,8,5
126,"6, 2, 6, 5, 3, 2, 0, 0, 0, 5, 3, 0, 1, 0, 2, 4, 0, 3, 0, 4, 1, 0, 1, 0, 2, 5, 0, 5, 0, 6, 4, 0, 0, 0, 3, 4, 1, 1, 1, 6",25.494,2,8,5
127,"1, 6, 1, 2, 4, 1, 0, 0, 0, 5, 6, 0, 2, 0, 4, 5, 0, 5, 0, 2, 5, 0, 1, 0, 2, 6, 0, 3, 0, 6, 1, 0, 0, 0, 1, 3, 3, 3, 4, 4",25.651,2,8,5
128,"6, 1, 4, 2, 6, 5, 0, 0, 0, 1, 4, 0, 3, 0, 4, 5, 0, 4, 0, 2, 6, 0, 6, 0, 3, 3, 0, 3, 0, 2, 1, 0, 0, 0, 1, 1, 5, 1, 5, 2",25.811,2,8,5
129,"4, 1, 3, 1, 1, 1, 0, 0, 0, 2, 3, 0, 3, 0, 6, 3, 0, 5, 0, 4, 5, 0, 1, 0, 2, 6, 0, 6, 0, 6, 4, 0, 0, 0, 1, 5, 5, 2, 4, 2",25.973,2,8,5
130,"4, 4, 2, 1, 6, 4, 0, 0, 0, 5, 1, 0, 5, 0, 2, 5, 0, 6, 0, 1, 5, 0, 1, 0, 3, 2, 0, 4, 0, 3, 2, 0, 0, 0, 6, 1, 3, 1, 6, 3",26.13,2,8,5
131,"1, 5, 1, 1, 6, 5, 0, 0, 0, 5, 1, 0, 2, 0, 4, 3, 0, 5, 0, 4, 1, 0, 3, 0, 6, 6, 0, 1, 0, 4, 4, 0, 0, 0, 2, 3, 6, 3, 2, 2",26.29,2,8,5
132,"3, 2, 5, 2, 4, 1, 0, 0, 0, 4, 5, 0, 6, 0, 1, 2, 0, 1, 0, 5, 5, 0, 2, 0, 3, 1, 0, 3, 0, 6, 3, 0, 0, 0, 6, 1, 1, 6, 4, 4",26.451,2,8,5
133,"3, 1, 3, 5, 1, 4, 0, 0, 0, 1, 6, 0, 5, 0, 4, 3, 0, 6, 0, 2, 2, 0, 4, 0, 1, 4, 0, 5, 0, 3, 1, 0, 0, 0, 5, 6, 2, 6, 1, 2",26.61,2,8,5
134,"2, 1, 6, 6, 2, 5, 0, 0, 0, 6, 2, 0, 1, 0, 3, 6, 0, 3, 0, 3, 2, 0, 4, 0, 3, 4, 0, 1, 0, 4, 5, 0, 0, 0, 5, 1, 1, 4, 1, 5",26.772,2,8,5
135,"2, 3, 4, 2, 4, 3, 0, 0, 0, 5, 1, 0, 2, 0, 1, 6, 0, 4, 0, 3, 1, 0, 5, 0, 4, 6, 0, 5, 0, 2, 6, 0, 0, 0, 5, 1, 1, 6, 3, 1",26.928,2,8,5
136,"1, 3, 5, 1, 5, 6, 0, 0, 0, 1, 1, 0, 6, 0, 1, 2, 0, 6, 0, 3, 5, 0, 2, 0, 1, 3, 0, 4, 0, 3, 5, 0, 0, 0, 4, 2, 4, 2, 6, 4",27.088,2,8,5
137,"3, 2, 4, 5, 2, 6, 0, 0, 0, 2, 3, 0, 6, 0, 4, 5, 0, 1, 0, 3, 2, 0, 6, 0, 4, 6, 0, 3, 0, 1, 1, 0, 0, 0, 1, 1, 1, 5, 4, 5",27.248,2,8,5
138,"6, 3, 3, 1, 6, 3, 0, 0, 0, 5, 2, 0, 2, 0, 4, 5, 0, 3, 0, 1, 6, 0, 5, 0, 6, 1, 0, 4, 0, 4, 4, 0, 0, 0, 2, 1, 5, 2, 1, 1",27.407,2,8,5
139,"1, 2, 4, 3, 2, 4, 0, 0, 0, 1, 6, 0, 5, 0, 3, 6, 0, 1, 0, 4, 5, 0, 6, 0, 3, 5, 0, 5, 0, 3, 1, 0, 0, 0, 2, 1, 2, 1, 6, 4",27.567,2,8,5
140,"6, 2, 5, 6, 2, 6, 0, 0, 0, 3, 4, 0, 1, 0, 3, 5, 0, 4, 0, 2, 1, 0, 1, 0, 5, 6, 0, 3, 0, 5, 1, 0, 0, 0, 3, 4, 1, 1, 2, 4",27.727,2,8,5
141,"6, 4, 5, 3, 6, 1, 0, 0, 0, 3, 4, 0, 3, 0, 1, 6, 0, 4, 0, 2, 5, 0, 1, 0, 4, 5, 0, 6, 0, 5, 1, 0, 0, 0, 3, 1, 2, 2, 1, 2",27.886,2,8,5
142,"4, 2, 1, 4, 6, 6, 0, 0, 0, 1, 4, 0, 4, 0, 5, 2, 0, 5, 0, 1, 3, 0, 5, 0, 3, 6, 0, 5, 0, 2, 1, 0, 0, 0, 1, 6, 2, 1, 3, 3",28.046,2,8,5
143,"5, 3, 1, 6, 3, 1, 0, 0, 0, 4, 1, 0, 6, 0, 5, 2, 0, 2, 0, 2, 5, 0, 1, 0, 4, 3, 0, 3, 0, 6, 4, 0, 0, 0, 1, 2, 4, 6, 5, 1",28.206,2,8,5
144,"2, 1, 1, 4, 2, 5, 0, 0, 0, 1, 4, 0, 2, 0, 3, 4, 0, 1, 0, 2, 3, 0, 1, 0, 5, 1, 0, 6, 0, 6, 4, 0, 0, 0, 6, 5, 5, 3, 3, 6",28.365,2,8,5
145,"1, 1, 5, 5, 2, 6, 0, 0, 0, 3, 4, 0, 3, 0, 1, 6, 0, 4, 0, 1, 3, 0, 6, 0, 2, 4, 0, 5, 0, 2, 6, 0, 0, 0, 1, 5, 1, 3, 4, 2",28.525,2,8,5
146,"1, 1, 1, 5, 3, 5, 0, 0, 0, 4, 6, 0, 6, 0, 5, 1, 0, 3, 0, 3, 4, 0, 6, 0, 3, 2, 0, 5, 0, 6, 4, 0, 0, 0, 2, 4, 1, 2, 2, 1",28.685,2,8,5
147,"4, 6, 1, 5, 1, 1, 0, 0, 0, 4, 2, 0, 3, 0, 1, 3, 0, 5, 0, 5, 6, 0, 2, 0, 6, 4, 0, 3, 0, 2, 1, 0, 0, 0, 5, 6, 3, 1, 2, 4",28.844,2,8,5
148,"1, 3, 2, 4, 1, 4, 0, 0, 0, 1, 2, 0, 6, 0, 5, 6, 0, 6, 0, 3, 3, 0, 4, 0, 5, 2, 0, 1, 0, 1, 3, 0, 0, 0, 1, 6, 2, 5, 4, 5",29.004,2,8,5
149,"1, 3, 2, 1, 4, 3, 0, 0, 0, 4, 5, 0, 2, 0, 2, 6, 0, 5, 0, 4, 4, 0, 5, 0, 1, 2, 0, 1, 0, 5, 1, 0, 0, 0, 3, 3, 6, 6, 1, 6",29.166,2,8,5
150,"1, 4, 2, 4, 5, 2, 0, 0, 0, 3, 3, 0, 1, 0, 1, 2, 0, 1, 0, 3, 5, 0, 1, 0, 5, 5, 0, 2, 0, 4, 6, 0, 0, 0, 6, 3, 6, 6, 1, 4",29.323,2,8,5
151,"6, 4, 3, 4, 1, 1, 0, 0, 0, 2, 1, 0, 3, 0, 1, 6, 0, 3, 0, 2, 1, 0, 5, 0, 4, 2, 0, 5, 0, 6, 6, 0, 0, 0, 3, 5, 2, 1, 5, 4",29.483,2,8,5
152,"1, 1, 5, 4, 4, 1, 0, 0, 0, 3, 1, 0, 4, 0, 1, 6, 0, 2, 0, 4, 5, 0, 2, 0, 3, 3, 0, 5, 0, 2, 5, 0, 0, 0, 6, 2, 1, 6, 6, 3",29.642,2,8,5
153,"2, 4, 3, 1, 2, 6, 0, 0, 0, 1, 1, 0, 4, 0, 3, 5, 0, 1, 0, 4, 6, 0, 6, 0, 2, 3, 0, 3, 0, 5, 1, 0, 0, 0, 5, 6, 1, 5, 4, 2",29.802,2,8,5
154,"1, 4, 2, 2, 4, 3, 0, 0, 0, 1, 1, 0, 1, 0, 5, 5, 0, 3, 0, 4, 6, 0, 6, 0, 2, 5, 0, 6, 0, 2, 3, 0, 0, 0, 6, 4, 1, 1, 5, 3",29.962,2,8,5
155,"1, 5, 6, 3, 1, 1, 0, 0, 0, 1, 4, 0, 6, 0, 3, 1, 0, 5, 0, 2, 2, 0, 4, 0, 4, 6, 0, 5, 0, 2, 3, 0, 0, 0, 3, 4, 6, 5, 1, 2",30.122,2,8,5
156,"5, 3, 5, 5, 1, 6, 0, 0, 0, 1, 4, 0, 1, 0, 6, 6, 0, 3, 0, 4, 2, 0, 2, 0, 2, 1, 0, 1, 0, 2, 4, 0, 0, 0, 4, 3, 5, 6, 1, 3",30.282,2,8,5
157,"3, 1, 1, 2, 5, 5, 0, 0, 0, 2, 4, 0, 2, 0, 6, 4, 0, 5, 0, 3, 2, 0, 1, 0, 6, 1, 0, 6, 0, 1, 4, 0, 0, 0, 6, 5, 4, 3, 1, 3",30.441,2,8,5
158,"6, 2, 2, 1, 2, 5, 0, 0, 0, 3, 3, 0, 1, 0, 1, 4, 0, 4, 0, 1, 2, 0, 3, 0, 1, 5, 0, 6, 0, 3, 5, 0, 0, 0, 5, 6, 1, 6, 4, 4",30.6,2,8,5
159,"2, 6, 1, 4, 5, 3, 0, 0, 0, 5, 4, 0, 2, 0, 1, 3, 0, 3, 0, 1, 2, 0, 6, 0, 1, 6, 0, 6, 0, 5, 4, 0, 0, 0, 1, 3, 5, 2, 1, 4",30.76,2,8,5
160,"4, 2, 3, 6, 2, 5, 0, 0, 0, 1, 6, 0, 3, 0, 4, 6, 0, 5, 0, 4, 3, 0, 2, 0, 1, 1, 0, 1, 0, 6, 1, 0, 0, 0, 1, 3, 4, 2, 5, 5",30.921,2,8,5
161,"6, 5, 4, 6, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 4, 4, 0, 5, 0, 1, 1, 0, 2, 0, 1, 1, 0, 3, 0, 5, 6, 0, 0, 0, 1, 3, 6, 2, 4, 5",31.079,2,8,5
162,"1, 1, 4, 6, 3, 1, 0, 0, 0, 1, 3, 0, 1, 0, 5, 5, 0, 4, 0, 2, 6, 0, 3, 0, 1, 2, 0, 5, 0, 5, 2, 0, 0, 0, 6, 3, 2, 4, 4, 6",31.239,2,8,5
163,"3, 5, 4, 6, 1, 4, 0, 0, 0, 1, 1, 0, 1, 0, 5, 4, 0, 5, 0, 6, 6, 0, 2, 0, 5, 2, 0, 1, 0, 6, 2, 0, 0, 0, 1, 3, 4, 3, 2, 3",31.4,2,8,5
164,"2, 5, 2, 2, 3, 4, 0, 0, 0, 4, 1, 0, 6, 0, 1, 5, 0, 1, 0, 5, 4, 0, 3, 0, 1, 3, 0, 6, 0, 6, 4, 0, 0, 0, 5, 2, 6, 1, 1, 3",31.56,2,8,5
165,"3, 5, 1, 4, 3, 6, 0, 0, 0, 2, 3, 0, 2, 0, 2, 6, 0, 4, 0, 1, 4, 0, 1, 0, 1, 5, 0, 5, 0, 6, 3, 0, 0, 0, 2, 1, 5, 6, 4, 1",31.719,2,8,5
166,"2, 6, 1, 4, 3, 5, 0, 0, 0, 4, 3, 0, 1, 0, 1, 5, 0, 6, 0, 3, 2, 0, 4, 0, 5, 2, 0, 1, 0, 1, 6, 0, 0, 0, 2, 6, 3, 5, 1, 4",31.878,2,8,5
167,"1, 3, 4, 5, 2, 1, 0, 0, 0, 2, 3, 0, 6, 0, 1, 5, 0, 1, 0, 4, 3, 0, 5, 0, 5, 1, 0, 4, 0, 2, 6, 0, 0, 0, 3, 2, 6, 1, 4, 6",32.039,2,8,5
168,"6, 3, 5, 2, 4, 1, 0, 0, 0, 4, 3, 0, 3, 0, 5, 3, 0, 1, 0, 1, 1, 0, 4, 0, 5, 5, 0, 6, 0, 1, 2, 0, 0, 0, 6, 1, 6, 2, 4, 2",32.198,2,8,5
169,"3, 2, 5, 1, 4, 5, 0, 0, 0, 1, 5, 0, 5, 0, 6, 1, 0, 1, 0, 1, 4, 0, 1, 0, 3, 4, 0, 3, 0, 4, 2, 0, 0, 0, 6, 2, 6, 6, 2, 3",32.357,2,8,5
170,"4, 3, 4, 1, 5, 1, 0, 0, 0, 3, 6, 0, 3, 0, 4, 5, 0, 6, 0, 2, 5, 0, 2, 0, 3, 1, 0, 1, 0, 6, 5, 0, 0, 0, 2, 2, 4, 1, 6, 1",32.516,2,8,5
171,"4, 5, 6, 3, 2, 3, 0, 0, 0, 3, 5, 0, 3, 0, 1, 2, 0, 6, 0, 1, 6, 0, 4, 0, 4, 5, 0, 1, 0, 4, 1, 0, 0, 0, 6, 2, 2, 1, 1, 5",32.676,2,8,5
172,"2, 5, 4, 2, 3, 3, 0, 0, 0, 1, 5, 0, 2, 0, 4, 6, 0, 6, 0, 3, 5, 0, 3, 0, 1, 4, 0, 1, 0, 1, 6, 0, 0, 0, 1, 6, 1, 4, 5, 2",32.835,2,8,5
173,"5, 5, 2, 5, 4, 3, 0, 0, 0, 6, 6, 0, 2, 0, 1, 1, 0, 3, 0, 6, 3, 0, 6, 0, 1, 4, 0, 2, 0, 2, 4, 0, 0, 0, 3, 5, 1, 4, 1, 1",32.995,2,8,5
174,"6, 3, 2, 4, 5, 1, 0, 0, 0, 1, 5, 0, 1, 0, 6, 3, 0, 2, 0, 4, 2, 0, 6, 0, 1, 5, 0, 4, 0, 3, 1, 0, 0, 0, 2, 4, 3, 6, 1, 5",33.156,2,8,5
175,"5, 4, 2, 3, 6, 2, 0, 0, 0, 1, 1, 0, 4, 0, 3, 2, 0, 4, 0, 5, 5, 0, 1, 0, 5, 1, 0, 1, 0, 3, 4, 0, 0, 0, 6, 6, 1, 2, 6, 3",33.315,2,8,5
176,"2, 1, 3, 4, 2, 4, 0, 0, 0, 1, 2, 0, 3, 0, 1, 1, 0, 4, 0, 6, 5, 0, 5, 0, 6, 1, 0, 5, 0, 3, 6, 0, 0, 0, 4, 3, 2, 6, 5, 1",33.479,2,8,5
177,"4, 2, 3, 6, 5, 3, 0, 0, 0, 1, 2, 0, 1, 0, 2, 6, 0, 4, 0, 1, 6, 0, 3, 0, 4, 5, 0, 1, 0, 1, 5, 0, 0, 0, 2, 4, 3, 5, 1, 6",33.634,2,8,5
178,"2, 4, 3, 5, 3, 6, 0, 0, 0, 6, 1, 0, 6, 0, 2, 1, 0, 1, 0, 2, 5, 0, 1, 0, 3, 4, 0, 5, 0, 6, 5, 0, 0, 0, 4, 3, 1, 1, 2, 4",33.797,2,8,5
179,"3, 5, 4, 2, 5, 2, 0, 0, 0, 1, 5, 0, 1, 0, 2, 4, 0, 1, 0, 6, 4, 0, 6, 0, 1, 6, 0, 5, 0, 2, 3, 0, 0, 0, 1, 1, 3, 6, 3, 4",33.959,2,8,5
180,"2, 5, 5, 4, 5, 4, 0, 0, 0, 3, 1, 0, 1, 0, 6, 2, 0, 1, 0, 1, 3, 0, 4, 0, 3, 6, 0, 2, 0, 6, 4, 0, 0, 0, 6, 5, 1, 1, 3, 2",34.116,2,8,5
181,"5, 1, 6, 4, 3, 6, 0, 0, 0, 2, 5, 0, 2, 0, 1, 5, 0, 1, 0, 3, 1, 0, 2, 0, 4, 3, 0, 1, 0, 1, 6, 0, 0, 0, 4, 6, 2, 4, 3, 5",34.277,2,8,5
182,"4, 1, 3, 2, 6, 1, 0, 0, 0, 4, 1, 0, 5, 0, 2, 3, 0, 3, 0, 5, 1, 0, 4, 0, 1, 5, 0, 4, 0, 5, 2, 0, 0, 0, 2, 6, 6, 1, 6, 3",34.439,2,8,5
183,"3, 2, 1, 6, 4, 6, 0, 0, 0, 2, 6, 0, 5, 0, 1, 3, 0, 4, 0, 2, 3, 0, 1, 0, 1, 3, 0, 4, 0, 1, 4, 0, 0, 0, 5, 5, 6, 1, 5, 2",34.605,2,8,5
184,"5, 3, 2, 6, 1, 4, 0, 0, 0, 2, 6, 0, 6, 0, 1, 2, 0, 1, 0, 4, 4, 0, 3, 0, 3, 1, 0, 1, 0, 3, 5, 0, 0, 0, 4, 5, 1, 2, 6, 5",34.759,2,8,5
185,"2, 5, 1, 4, 6, 1, 0, 0, 0, 5, 3, 0, 3, 0, 1, 6, 0, 1, 0, 3, 6, 0, 4, 0, 5, 4, 0, 1, 0, 2, 2, 0, 0, 0, 5, 4, 6, 1, 3, 2",34.913,2,8,5
186,"4, 1, 2, 2, 1, 3, 0, 0, 0, 5, 2, 0, 1, 0, 5, 6, 0, 3, 0, 5, 3, 0, 5, 0, 6, 4, 0, 6, 0, 1, 4, 0, 0, 0, 1, 1, 3, 6, 2, 4",35.092,2,8,5
187,"1, 3, 6, 3, 4, 3, 0, 0, 0, 2, 5, 0, 2, 0, 6, 2, 0, 2, 0, 1, 6, 0, 1, 0, 1, 1, 0, 5, 0, 5, 4, 0, 0, 0, 3, 4, 4, 5, 1, 6",35.266,2,8,5
188,"4, 6, 3, 1, 6, 4, 0, 0, 0, 6, 4, 0, 2, 0, 3, 3, 0, 1, 0, 1, 2, 0, 1, 0, 5, 2, 0, 5, 0, 1, 3, 0, 0, 0, 5, 6, 1, 2, 5, 4",35.39,2,8,5
189,"1, 3, 5, 1, 4, 2, 0, 0, 0, 3, 6, 0, 1, 0, 5, 3, 0, 4, 0, 6, 5, 0, 4, 0, 1, 6, 0, 2, 0, 1, 5, 0, 0, 0, 6, 4, 2, 1, 2, 3",35.56,2,8,5
190,"4, 3, 3, 5, 6, 1, 0, 0, 0, 1, 6, 0, 2, 0, 3, 5, 0, 2, 0, 2, 4, 0, 4, 0, 5, 6, 0, 1, 0, 1, 2, 0, 0, 0, 1, 5, 6, 1, 3, 4",35.713,2,8,5
191,"5, 6, 1, 3, 4, 2, 0, 0, 0, 3, 5, 0, 4, 0, 4, 5, 0, 1, 0, 6, 1, 0, 6, 0, 1, 1, 0, 6, 0, 3, 3, 0, 0, 0, 1, 4, 2, 5, 2, 2",35.869,2,8,5
192,"2, 3, 6, 6, 5, 5, 0, 0, 0, 3, 1, 0, 5, 0, 1, 1, 0, 6, 0, 3, 1, 0, 4, 0, 4, 4, 0, 4, 0, 2, 1, 0, 0, 0, 2, 5, 6, 3, 1, 2",36.073,2,8,5
193,"1, 3, 4, 5, 6, 5, 0, 0, 0, 3, 5, 0, 1, 0, 2, 4, 0, 6, 0, 4, 3, 0, 6, 0, 1, 2, 0, 3, 0, 1, 2, 0, 0, 0, 1, 6, 4, 1, 5, 2",36.22,2,8,5
194,"1, 2, 2, 1, 6, 5, 0, 0, 0, 4, 1, 0, 2, 0, 5, 3, 0, 6, 0, 3, 5, 0, 6, 0, 1, 4, 0, 4, 0, 1, 3, 0, 0, 0, 5, 6, 3, 2, 4, 1",36.388,2,8,5
195,"6, 2, 2, 4, 5, 1, 0, 0, 0, 3, 1, 0, 5, 0, 3, 4, 0, 5, 0, 3, 1, 0, 1, 0, 4, 4, 0, 1, 0, 1, 2, 0, 0, 0, 6, 5, 6, 3, 2, 6",36.548,2,8,5
196,"4, 5, 2, 1, 6, 3, 0, 0, 0, 3, 2, 0, 1, 0, 3, 2, 0, 4, 0, 6, 5, 0, 1, 0, 6, 1, 0, 1, 0, 1, 4, 0, 0, 0, 4, 6, 5, 5, 3, 2",36.62,2,8,5
197,"4, 1, 6, 5, 2, 5, 0, 0, 0, 3, 5, 0, 3, 0, 1, 6, 0, 6, 0, 3, 2, 0, 4, 0, 5, 1, 0, 4, 0, 1, 1, 0, 0, 0, 6, 2, 3, 1, 2, 4",37.056,2,8,5
198,"3, 1, 5, 5, 2, 4, 0, 0, 0, 6, 6, 0, 5, 0, 6, 3, 0, 3, 0, 1, 1, 0, 6, 0, 1, 5, 0, 4, 0, 4, 2, 0, 0, 0, 1, 2, 1, 2, 4, 3",37.11,2,8,5
199,"5, 4, 6, 6, 6, 2, 0, 0, 0, 1, 1, 0, 1, 0, 4, 2, 0, 1, 0, 4, 1, 0, 3, 0, 3, 2, 0, 1, 0, 2, 3, 0, 0, 0, 5, 6, 5, 5, 4, 3",37.172,2,8,5
200,"5, 1, 3, 1, 4, 1, 0, 0, 0, 2, 3, 0, 5, 0, 5, 6, 0, 6, 0, 1, 6, 0, 2, 0, 3, 2, 0, 1, 0, 4, 2, 0, 0, 0, 4, 4, 3, 1, 6, 5",37.305,2,8,5
201,"1, 1, 4, 5, 7, 0, 6, 5, 1, 0, 1, 0, 6, 0, 7, 2, 4, 0, 4, 4, 1, 2, 0, 1, 7, 3, 0, 3, 0, 7, 0, 2, 6, 6, 0, 2, 5, 3, 5, 3",23.305,3,8,5
202,"2, 2, 4, 5, 5, 0, 7, 4, 4, 0, 1, 0, 7, 0, 5, 3, 7, 0, 1, 1, 3, 7, 0, 5, 4, 1, 0, 6, 0, 1, 0, 2, 1, 2, 0, 3, 3, 6, 6, 6",23.576,3,8,5
203,"4, 4, 4, 6, 6, 0, 7, 7, 5, 0, 5, 0, 2, 0, 3, 5, 4, 0, 1, 1, 6, 2, 0, 2, 3, 7, 0, 2, 0, 7, 0, 3, 1, 5, 0, 6, 1, 1, 3, 1",23.731,3,8,5
204,"7, 1, 1, 6, 6, 0, 2, 2, 4, 0, 7, 0, 1, 0, 1, 6, 5, 0, 2, 3, 4, 3, 0, 5, 4, 3, 0, 4, 0, 5, 0, 6, 2, 5, 0, 1, 1, 7, 7, 3",24.166,3,8,5
205,"3, 4, 3, 4, 4, 0, 1, 3, 7, 0, 1, 0, 4, 0, 1, 2, 7, 0, 1, 6, 2, 1, 0, 5, 6, 3, 0, 2, 0, 5, 0, 6, 1, 5, 0, 6, 2, 7, 7, 5",24.172,3,8,5
206,"2, 5, 2, 3, 7, 0, 5, 3, 7, 0, 1, 0, 4, 0, 6, 2, 6, 0, 1, 1, 1, 5, 0, 2, 4, 6, 0, 6, 0, 3, 0, 5, 3, 7, 0, 4, 4, 1, 1, 7",24.351,3,8,5
207,"5, 7, 5, 5, 1, 0, 7, 1, 1, 0, 1, 0, 6, 0, 7, 7, 6, 0, 5, 1, 4, 3, 0, 1, 4, 3, 0, 4, 0, 2, 0, 4, 3, 2, 0, 6, 2, 3, 6, 2",24.541,3,8,5
208,"4, 2, 2, 3, 4, 0, 7, 7, 1, 0, 3, 0, 6, 0, 1, 4, 6, 0, 3, 1, 1, 3, 0, 4, 6, 6, 0, 7, 0, 7, 0, 5, 2, 5, 0, 1, 5, 2, 1, 5",24.825,3,8,5
209,"2, 3, 5, 3, 6, 0, 2, 1, 6, 0, 7, 0, 5, 0, 6, 1, 4, 0, 4, 5, 7, 2, 0, 7, 1, 1, 0, 5, 0, 6, 0, 2, 7, 3, 0, 3, 1, 1, 4, 4",24.969,3,8,5
210,"6, 2, 3, 1, 2, 0, 6, 3, 4, 0, 4, 0, 1, 0, 4, 7, 4, 0, 7, 6, 1, 2, 0, 6, 1, 3, 0, 3, 0, 7, 0, 5, 7, 1, 0, 1, 5, 2, 5, 5",25.172,3,8,5
