key,中文名,英文名,atlas,available,blueprint_compat,config.Xmult,config.ante_scaling,config.bonus,config.choose,config.consumable_slot,config.consumables,config.d_size,config.discards,config.dollars,config.extra,config.extra.Xmult,config.extra.chip_mod,config.extra.chips,config.extra.d_remaining,config.extra.destroy,config.extra.discard_sub,config.extra.discards,config.extra.dollars,config.extra.every,config.extra.faces,config.extra.h_mod,config.extra.h_plays,config.extra.h_size,config.extra.hand_add,config.extra.increase,config.extra.max,config.extra.min,config.extra.mult,config.extra.odds,config.extra.poker_hand,config.extra.remaining,config.extra.s_mult,config.extra.size,config.extra.suit,config.extra.xmult,config.extra_discard_bonus,config.extra_disp,config.extra_hand_bonus,config.h_dollars,config.h_size,config.h_x_mult,config.hand_size,config.hand_type,config.hands,config.joker_slot,config.max_highlighted,config.min_highlighted,config.mod_conv,config.mult,config.no_interest,config.p_dollars,config.planets,config.randomize_rank_suit,config.remove_card,config.remove_faces,config.softlock,config.spectral_rate,config.suit_conv,config.t_chips,config.t_mult,config.tarots,config.type,config.voucher,config.vouchers,consumeable,cost,cost_mult,demo,discovered,effect,enhancement_gate,eternal_compat,freq,hidden,kind,label,line,max,name,no_pool_flag,omit,order,perishable_compat,pos.x,pos.y,rarity,requires,set,soul_pos.x,soul_pos.y,stake,start_alerted,start_discovered,start_locked,unlock_condition.amount,unlock_condition.ante,unlock_condition.chips,unlock_condition.deck,unlock_condition.extra,unlock_condition.extra.count,unlock_condition.extra.e_key,unlock_condition.extra.enhancement,unlock_condition.extra.polychrome,unlock_condition.extra.suit,unlock_condition.extra.tally,unlock_condition.hidden,unlock_condition.n_rounds,unlock_condition.planet_count,unlock_condition.stake,unlock_condition.tarot_count,unlock_condition.type,unlocked,weight,yes_pool_flag
j_ancient,古老小丑,Ancient Joker,,,True,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,False,False,,,True,,,,,,,Ancient Joker,,,99,True,7,15,3,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_arrowhead,箭头,Arrowhead,,,True,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,False,,,True,,,,,,,Arrowhead,,,118,True,1,8,2,,Joker,,,,,,True,,,,,,30,,,,Spades,,,,,,,modify_deck,False,,
j_astronomer,天文学家,Astronomer,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,True,False,,,True,,,,,,,Astronomer,,,143,True,2,7,2,,Joker,,,,,,True,,,,,,,,,,,,,,12,,,discover_amount,False,,
j_banner,旗帜,Banner,,,True,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,False,False,Discard Chips,,True,,,,,,,Banner,,,22,True,1,2,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_baron,男爵,Baron,,,True,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,True,False,,,True,,,,,,,Baron,,,72,True,6,12,3,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_baseball,棒球卡,Baseball Card,,,True,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,True,False,,,True,,,,,,,Baseball Card,,,92,True,6,14,3,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_blackboard,黑板,Blackboard,,,True,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,False,False,,,True,,,,,,,Blackboard,,,48,True,2,10,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_bloodstone,血石,Bloodstone,,,True,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,False,,,True,,,,,,,Bloodstone,,,117,True,0,8,2,,Joker,,,,,,True,,,,,,30,,,,Hearts,,,,,,,modify_deck,False,,
j_blue_joker,蓝色小丑,Blue Joker,,,True,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,False,False,,,True,,,,,,,Blue Joker,,,53,True,7,10,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_blueprint,蓝图,Blueprint,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1.0,True,False,Copycat,,True,,,,,,,Blueprint,,,123,True,0,3,3,,Joker,,,,,,True,,,,,,,,,,,,,,,,,win_custom,False,,
j_bootstraps,提靴带,Bootstraps,,,True,,,,,,,,,,,,,,,,,,5,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,False,,,True,,,,,,,Bootstraps,,,145,True,9,8,2,,Joker,,,,,,True,,,,,,2,,,True,,,,,,,,modify_jokers,False,,
j_brainstorm,头脑风暴,Brainstorm,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,True,False,Copycat,,True,,,,,,,Brainstorm,,,138,True,7,7,3,,Joker,,,,,,True,,,,,,,,,,,,,,,,,discard_custom,False,,
j_bull,斗牛,Bull,,,True,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Bull,,,93,True,7,14,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_burglar,窃贼,Burglar,,,True,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Burglar,,,47,True,1,10,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_burnt,烧焦小丑,Burnt Joker,,,True,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,8,,True,False,,,True,,,,,,,Burnt Joker,,,144,True,3,7,3,,Joker,,,,,,True,,,,,50,,,,,,,,,,,,c_cards_sold,False,,
j_business,名片,Business Card,,,True,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,False,False,Face Card dollar Chance,,True,,,,,,,Business Card,,,42,True,1,4,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_caino,卡尼奥,Canio,,,True,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,True,False,,,True,,,,,,,Caino,,,146,True,3,8,4,,Joker,3,9,,,,True,,,,,,,,,,,,True,,,,,,False,,
j_campfire,篝火,Campfire,,,True,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,True,False,,,True,,,,,,,Campfire,,,105,True,5,15,3,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_card_sharp,老千小丑,Card Sharp,,,True,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,False,False,,,True,,,,,,,Card Sharp,,,62,True,6,11,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_cartomancer,卡牌术士,Cartomancer,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,True,False,Tarot Buff,,True,,,,,,,Cartomancer,,,142,True,7,3,2,,Joker,,,,,,True,,,,,,,,,,,,,,,,22,discover_amount,False,,
j_castle,城堡,Castle,,,True,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Castle,,,103,False,9,15,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_cavendish,卡文迪什,Cavendish,,,True,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,True,False,,,False,,,,,,,Cavendish,,,61,True,5,11,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,gros_michel_extinct
j_ceremonial,仪式匕首,Ceremonial Dagger,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Ceremonial Dagger,,,21,False,5,5,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_certificate,证书,Certificate,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Certificate,,,112,True,8,8,2,,Joker,,,,,,True,,,,,,,,,,,,,,,,,double_gold,False,,
j_chaos,混沌小丑,Chaos the Clown,,,False,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,True,False,Bonus Rerolls,,True,,,,,,,Chaos the Clown,,,30,True,1,0,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_chicot,希科,Chicot,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,True,False,,,True,,,,,,,Chicot,,,149,True,6,8,4,,Joker,6,9,,,,True,,,,,,,,,,,,True,,,,,,False,,
j_clever,聪敏小丑,Clever Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,Two Pair,,,,4,,False,False,,,True,,,,,,,Clever Joker,,,13,True,2,14,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_cloud_9,9霄云外,Cloud 9,,,False,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,False,,,True,,,,,,,Cloud 9,,,73,True,7,12,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_constellation,星座,Constellation,,,True,1,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Constellation,,,55,False,9,10,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_crafty,精明小丑,Crafty Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,Flush,,,,4,,True,False,,,True,,,,,,,Crafty Joker,,,15,True,4,14,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_crazy,狂野小丑,Crazy Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,Straight,,,,4,1.0,False,False,Type Mult,,True,,,,,,,Crazy Joker,,,9,True,5,0,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_credit_card,信用卡,Credit Card,,,False,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,True,False,Credit,,True,,,,,,,Credit Card,,,20,True,5,1,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_delayed_grat,延迟满足,Delayed Gratification,,,False,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,False,False,Discard dollars,,True,,,,,,,Delayed Gratification,,,35,True,4,3,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_devious,阴险小丑,Devious Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,Straight,,,,4,,True,False,,,True,,,,,,,Devious Joker,,,14,True,3,14,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_diet_cola,零糖可乐,Diet Cola,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,False,,,,,,,Diet Cola,,,94,True,8,14,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_dna,DNA,DNA,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,True,False,,,True,,,,,,,DNA,,,51,True,5,10,3,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_drivers_license,驾驶执照,Driver's License,,,True,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,False,,,True,,,,,,,Driver's License,,,141,True,0,7,3,,Joker,,,,,,True,,,,,,16,,,,,total,,,,,,modify_deck,False,,
j_droll,滑稽小丑,Droll Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,Flush,,,,4,1.0,True,False,Type Mult,,True,,,,,,,Droll Joker,,,10,True,6,0,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_drunkard,醉汉,Drunkard,,,False,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,True,False,Discard Size,,True,,,,,,,Drunkard,,,88,True,1,1,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_duo,二重奏,The Duo,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pair,,,,8,1.0,True,False,X1.5 Mult,,True,,,,,,,The Duo,,,131,True,5,4,3,,Joker,,,,,,True,,,,,Pair,,,,,,,,,,,,win_no_hand,False,,
j_dusk,黄昏,Dusk,,,True,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,True,False,,,True,,,,,,,Dusk,,,28,True,4,7,2,,Joker,,,,,,,,,,,,,,,,,,True,,,,,,True,,
j_egg,鸡蛋,Egg,,,False,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,False,False,,,True,,,,,,,Egg,,,46,True,0,10,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_erosion,侵蚀,Erosion,,,True,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Erosion,,,81,True,5,13,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_even_steven,偶数史蒂文,Even Steven,,,True,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,False,False,Even Card Buff,,True,,,,,,,Even Steven,,,39,True,8,3,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_faceless,无面小丑,Faceless Joker,,,True,,,,,,,,,,,,,,,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,True,False,,,True,,,,,,,Faceless Joker,,,57,True,1,11,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_family,一家人,The Family,,,True,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four of a Kind,,,,8,1.0,True,False,X3 Mult,,True,,,,,,,The Family,,,133,True,7,4,3,,Joker,,,,,,True,,,,,Four of a Kind,,,,,,,,,,,,win_no_hand,False,,
j_fibonacci,斐波那契,Fibonacci,,,True,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1.0,True,False,Card Mult,,True,,,,,,,Fibonacci,,,31,True,1,5,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_flash,闪示卡,Flash Card,,,True,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,5,,True,False,,,True,,,,,,,Flash Card,,,96,False,0,15,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_flower_pot,花盆,Flower Pot,,,True,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Flower Pot,,,122,True,0,6,2,,Joker,,,,,,True,,8,,,,,,,,,,,,,,,ante_up,False,,
j_fortune_teller,占卜师,Fortune Teller,,,True,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Fortune Teller,,,86,True,7,5,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_four_fingers,四指,Four Fingers,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,False,False,,,True,,,,,,,Four Fingers,,,18,True,6,6,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_gift,礼品卡,Gift Card,,,False,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,Gift Card,,,79,True,3,13,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_glass,玻璃小丑,Glass Joker,,,True,1,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,True,False,Glass Card,m_glass,True,,,,,,,Glass Joker,,,120,False,1,3,2,,Joker,,,,,,True,,,,,,5,m_glass,Glass Card,,,,,,,,,modify_deck,False,,
j_gluttenous_joker,暴食小丑,Gluttonous Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Clubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,True,False,Suit Mult,,True,,,,,,,Gluttonous Joker,,,5,True,9,1,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_golden,黄金小丑,Golden Joker,,,False,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,True,False,Bonus dollars,,True,,,,,,,Golden Joker,,,90,True,9,2,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_greedy_joker,贪婪小丑,Greedy Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,False,False,Suit Mult,,True,,,,,,,Greedy Joker,,,2,True,6,1,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_green_joker,绿色小丑,Green Joker,,,True,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,True,False,,,True,,,,,,,Green Joker,,,58,False,2,11,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_gros_michel,大麦克香蕉,Gros Michel,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,False,False,,,False,,,,,,,Gros Michel,gros_michel_extinct,,38,True,7,6,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_hack,烂脱口秀演员,Hack,,,True,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,True,False,Low Card double,,True,,,,,,,Hack,,,36,True,5,2,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_half,半张小丑,Half Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,False,False,Hand Size Mult,,True,,,,,,,Half Joker,,,16,True,7,0,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_hallucination,幻觉,Hallucination,,,True,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,True,False,,,True,,,,,,,Hallucination,,,85,True,9,13,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_hanging_chad,未断选票,Hanging Chad,,,True,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,True,False,,,True,,,,,,,Hanging Chad,,,115,True,9,6,1,,Joker,,,,,,True,,,,,High Card,,,,,,,,,,,,round_win,False,,
j_hiker,徒步者,Hiker,,,True,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,True,False,,,True,,,,,,,Hiker,,,56,True,0,11,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_hit_the_road,上路吧杰克,Hit the Road,,,True,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1.0,True,False,Jack Discard Effect,,True,,,,,,,Hit the Road,,,130,True,8,5,3,,Joker,,,,,,True,,,,,,,,,,,,,,,,,discard_custom,False,,
j_hologram,全息影像,Hologram,,,True,1,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,False,,,True,,,,,,,Hologram,,,70,False,4,12,2,,Joker,2,9,,,,,,,,,,,,,,,,,,,,,,True,,
j_ice_cream,冰淇淋,Ice Cream,,,True,,,,,,,,,,,,5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,False,False,,,False,,,,,,,Ice Cream,,,50,True,4,10,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_idol,偶像,The Idol,,,True,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,,True,,,,,,,The Idol,,,127,True,6,7,2,,Joker,,,,,,True,,,1000000,,,,,,,,,,,,,,chip_score,False,,
j_invisible,隐形小丑,Invisible Joker,,,False,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,True,False,,,False,,,,,,,Invisible Joker,,,137,True,1,7,3,,Joker,,,,,,True,,,,,,,,,,,,,,,,,win_custom,False,,
j_joker,小丑,Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,2,1.0,,True,Mult,,True,,,,,,,Joker,,,1,True,0,0,1,,Joker,,,,True,True,,,,,,,,,,,,,,,,,,,True,,
j_jolly,开心小丑,Jolly Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,Pair,,,,3,1.0,True,False,Type Mult,,True,,,,,,,Jolly Joker,,,6,True,2,0,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_juggler,杂耍师,Juggler,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,False,False,Hand Size,,True,,,,,,,Juggler,,,87,True,0,1,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_loyalty_card,积分卡,Loyalty Card,,,True,,,,,,,,,,,4,,,,,,,,5,,,,,,,,,,,,5 remaining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,True,False,1 in 10 mult,,True,,,,,,,Loyalty Card,,,25,True,4,2,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_luchador,摔跤手,Luchador,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,True,False,,,False,,,,,,,Luchador,,,77,True,1,13,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_lucky_cat,招财猫,Lucky Cat,,,True,1,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,True,False,,m_lucky,True,,,,,,,Lucky Cat,,,91,False,5,14,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_lusty_joker,色欲小丑,Lusty Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Hearts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,True,False,Suit Mult,,True,,,,,,,Lusty Joker,,,3,True,7,1,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_mad,疯狂小丑,Mad Joker,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,Two Pair,,,,4,1.0,True,False,Type Mult,,True,,,,,,,Mad Joker,,,8,True,4,0,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_madness,疯狂,Madness,,,True,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1.0,True,False,,,True,,,,,,,Madness,,,64,False,8,11,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_mail,邮件回扣,Mail-In Rebate,,,True,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,True,False,,,True,,,,,,,Mail-In Rebate,,,83,True,7,13,1,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_marble,大理石小丑,Marble Joker,,,True,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,True,False,Stone card hands,,True,,,,,,,Marble Joker,,,24,True,3,2,2,,Joker,,,,,,,,,,,,,,,,,,,,,,,,True,,
j_matador,斗牛士,Matador,,,True,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,False,,,True,,,,,,,Matador,,,129,True,4,5,2,,Joker,,,,,,True,,,,,,,,,,,,,,,,,round_win,False,,
