路径,来源,密文字节,明文字节
assets/IsOpenEliminateMoreThanThreeShockAndSoundTrait/config.876a6.json,hek,352,344
assets/IsOpenEliminateMoreThanThreeShockAndSoundTrait/import/db/dbd0df79-419d-445a-a3d3-0a6e5c883c91.00873.json,hek,129,121
assets/IsOpenEliminateMoreThanThreeShockAndSoundTrait/index.876a6.js,hek,1200,2882
assets/IsOpenEliminateMoreThanThreeShockAndSoundTrait/native/db/dbd0df79-419d-445a-a3d3-0a6e5c883c91.64204.mp3,明文,24186,24186
assets/IsOpenEliminateSpecialEffectTrait/config.54442.json,hek,811,803
assets/IsOpenEliminateSpecialEffectTrait/import/2a/2a414b96-0328-428e-8299-359477868e29.7867d.json,hek,942,934
assets/IsOpenEliminateSpecialEffectTrait/import/72/7212356b-29ab-494c-8495-7c091dae69e7.497b8.json,hek,220,212
assets/IsOpenEliminateSpecialEffectTrait/import/94/94f67d8c-1960-4282-9e19-c2c6205be22b.abd8a.json,hek,3100,27317
assets/IsOpenEliminateSpecialEffectTrait/import/b8/b899ae7d-b64b-4103-94f9-517d18e5e64c.7871f.json,hek,86,78
assets/IsOpenEliminateSpecialEffectTrait/import/f9/f9849d73-4f1d-44f0-8730-5afea169f92a.d3cb0.json,hek,945,937
assets/IsOpenEliminateSpecialEffectTrait/index.54442.js,hek,1780,5699
assets/IsOpenEliminateSpecialEffectTrait/native/b8/b899ae7d-b64b-4103-94f9-517d18e5e64c.655cd.png,hek,15238,15230
assets/IsOpenEstablishCollectTargetsTrait/config.7bd6a.json,hek,629,621
assets/IsOpenEstablishCollectTargetsTrait/import/10/1073def1-a420-4ec5-82f8-c51972643763.10bbf.json,hek,1163,2507
assets/IsOpenEstablishCollectTargetsTrait/import/a8/a8b6500b-54be-4b56-87c1-3d5fc8039e28.7871f.json,hek,86,78
assets/IsOpenEstablishCollectTargetsTrait/import/e8/e8aef292-363a-4389-bdfc-e2600928cf62.9c463.json,hek,225,217
assets/IsOpenEstablishCollectTargetsTrait/index.7bd6a.js,hek,2736,10033
assets/IsOpenEstablishCollectTargetsTrait/native/a8/a8b6500b-54be-4b56-87c1-3d5fc8039e28.210a1.png,hek,8809,8801
assets/IsOpenFirstDayReplayGuideBoardTrait/config.7f7b3.json,hek,261,253
assets/IsOpenFirstDayReplayGuideBoardTrait/index.7f7b3.js,hek,1624,4953
assets/IsOpenRainbowPutBlocksEffectFixRevertTrait/config.bef9a.json,hek,268,260
assets/IsOpenRainbowPutBlocksEffectFixRevertTrait/index.bef9a.js,hek,900,2112
assets/IsOpenReplaceToRandomNoDieByTimeOutTrait/config.f5c51.json,hek,266,258
assets/IsOpenReplaceToRandomNoDieByTimeOutTrait/index.f5c51.js,hek,1276,3199
assets/IsOpenResultClickEffectTrait/config.1f398.json,hek,759,751
assets/IsOpenResultClickEffectTrait/import/03/0330387c-6835-47d9-bda1-10d5209d9da6.7c70c.json,hek,733,10073
assets/IsOpenResultClickEffectTrait/import/58/58a0e5d4-4d2f-4e2f-8f91-98f9aaabc4e7.a4fb7.json,hek,925,917
assets/IsOpenResultClickEffectTrait/import/5a/5a2f78bc-ec4d-4bb7-94e2-ac77d6e2d090.bbc37.json,hek,346,1137
assets/IsOpenResultClickEffectTrait/import/aa/aa2e417c-2767-4eb5-a366-5c4b4e094476.dfde5.json,hek,211,203
assets/IsOpenResultClickEffectTrait/import/bd/bda2cd4e-815c-4e47-98e4-e4d48b28603c.7871f.json,hek,86,78
assets/IsOpenResultClickEffectTrait/index.1f398.js,hek,2960,12528
assets/IsOpenResultClickEffectTrait/native/bd/bda2cd4e-815c-4e47-98e4-e4d48b28603c.d0a90.png,hek,40163,40155
assets/IsOpenScoreFlyInnFeedbackTrait/config.09762.json,hek,353,345
assets/IsOpenScoreFlyInnFeedbackTrait/import/2c/2ca0d760-8c8a-4fa2-ab0a-3f7bacaef527.cd892.json,hek,532,524
assets/IsOpenScoreFlyInnFeedbackTrait/index.09762.js,hek,1856,4713
assets/IsOpenShowUpdateTipWhenLaunchTrait/config.62628.json,hek,260,252
assets/IsOpenShowUpdateTipWhenLaunchTrait/index.62628.js,hek,1628,4176
assets/IsOpenTravelFailChangeDefaultBoardTrait/config.e3e59.json,hek,265,257
assets/IsOpenTravelFailChangeDefaultBoardTrait/index.e3e59.js,hek,2616,7582
assets/IsShowAdPicReplaceOfGuideTrait/config.7b192.json,hek,1352,2653
assets/IsShowAdPicReplaceOfGuideTrait/import/13/1378fdab-185b-44cb-ad63-5135aa7afdac.4b3a3.json,hek,86,78
assets/IsShowAdPicReplaceOfGuideTrait/import/1c/1c59ed69-89f8-4c03-b9ee-7459f7f5e6fe.7871f.json,hek,86,78
assets/IsShowAdPicReplaceOfGuideTrait/import/35/35cc6c5b-4a26-41cf-a8f9-1ef111f73d38.53851.json,hek,131,123
assets/IsShowAdPicReplaceOfGuideTrait/import/40/40984008-9250-49a5-acb1-e5015cde86b1.2e628.json,hek,219,211
assets/IsShowAdPicReplaceOfGuideTrait/import/45/45ddd4ac-3d7d-4e2d-96d4-ab55064f9469.3607f.json,hek,374,366
assets/IsShowAdPicReplaceOfGuideTrait/import/48/48485468-a6db-470c-8760-04476d38c19d.a4e5d.json,hek,207,199
assets/IsShowAdPicReplaceOfGuideTrait/import/49/4995e4a8-5cf9-4fe2-923d-e366bc505a9a.a4ce2.json,hek,130,122
assets/IsShowAdPicReplaceOfGuideTrait/import/4a/4a7230e7-1463-43f7-9426-fa92f8876325.7572f.json,hek,215,207
assets/IsShowAdPicReplaceOfGuideTrait/import/5f/5fbb41f6-d367-4f6b-8a4e-de60333ff83d.7871f.json,hek,86,78
assets/IsShowAdPicReplaceOfGuideTrait/import/61/61b80a9c-6269-44ab-8e7e-4f00ac332dd0.7871f.json,hek,86,78
assets/IsShowAdPicReplaceOfGuideTrait/import/69/69725d5b-4d14-4b0c-a809-70e6fafa83f1.f4aad.json,hek,203,195
assets/IsShowAdPicReplaceOfGuideTrait/import/6e/6e900516-91fd-4f12-b83b-d4fa31b28692.2a36d.json,hek,210,202
assets/IsShowAdPicReplaceOfGuideTrait/import/7e/7e076cf2-0434-48a6-b819-75d3c9fd906a.d97a4.json,hek,2528,5811
assets/IsShowAdPicReplaceOfGuideTrait/import/99/9999e93d-aee8-4bb0-ac96-24e63964bf88.7871f.json,hek,86,78
assets/IsShowAdPicReplaceOfGuideTrait/import/b2/b26cce6b-ae74-482d-8027-8bdac8b56c9c.4b3a3.json,hek,86,78
assets/IsShowAdPicReplaceOfGuideTrait/import/b4/b43533f6-c163-46b1-bafc-7da39c12b1b1.ba037.json,hek,125,117
assets/IsShowAdPicReplaceOfGuideTrait/import/bb/bb3c143a-6c77-48fd-bcfd-9e9d117fe552.7871f.json,hek,86,78
assets/IsShowAdPicReplaceOfGuideTrait/import/bb/bb7a3566-95f9-455f-ba2c-57366049be2e.5d9ec.json,hek,217,209
assets/IsShowAdPicReplaceOfGuideTrait/import/d7/d7399725-51f0-4d5b-bf2f-4eb3d3400319.4b3a3.json,hek,86,78
assets/IsShowAdPicReplaceOfGuideTrait/import/dc/dc3dc558-caf9-48e4-88eb-5e4508956713.ca846.json,hek,222,214
assets/IsShowAdPicReplaceOfGuideTrait/import/e1/e1b368fc-e663-4c6b-9bbc-0450a5d724f8.14ff8.json,hek,587,1453
assets/IsShowAdPicReplaceOfGuideTrait/import/e9/e9ebb3fd-5ac9-4589-b108-e2bfb6a7f4ff.4b3a3.json,hek,86,78
assets/IsShowAdPicReplaceOfGuideTrait/import/eb/ebe67a48-75c5-4a21-a637-a047b829e8ca.7871f.json,hek,86,78
assets/IsShowAdPicReplaceOfGuideTrait/import/ed/ed1fa97a-a016-4115-9026-29a57b1a56d8.3c6bf.json,hek,211,203
assets/IsShowAdPicReplaceOfGuideTrait/import/f8/f89c8d2a-197f-400d-b41d-4a9413a3b9d7.89121.json,hek,207,199
assets/IsShowAdPicReplaceOfGuideTrait/import/fc/fcb747de-6e4a-4a09-8253-c7b22a1b3fe7.14a46.json,hek,216,208
assets/IsShowAdPicReplaceOfGuideTrait/index.7b192.js,hek,3804,14032
assets/IsShowAdPicReplaceOfGuideTrait/native/13/1378fdab-185b-44cb-ad63-5135aa7afdac.b723d.jpg,hek,73281,73273
assets/IsShowAdPicReplaceOfGuideTrait/native/1c/1c59ed69-89f8-4c03-b9ee-7459f7f5e6fe.ffdcd.png,hek,1199,1191
assets/IsShowAdPicReplaceOfGuideTrait/native/35/35cc6c5b-4a26-41cf-a8f9-1ef111f73d38.2c5fe.mp3,明文,31692,31692
assets/IsShowAdPicReplaceOfGuideTrait/native/49/4995e4a8-5cf9-4fe2-923d-e366bc505a9a.47131.mp3,明文,2085,2085
assets/IsShowAdPicReplaceOfGuideTrait/native/5f/5fbb41f6-d367-4f6b-8a4e-de60333ff83d.d686e.png,hek,126,118
assets/IsShowAdPicReplaceOfGuideTrait/native/61/61b80a9c-6269-44ab-8e7e-4f00ac332dd0.9f3dc.png,hek,266,258
assets/IsShowAdPicReplaceOfGuideTrait/native/99/9999e93d-aee8-4bb0-ac96-24e63964bf88.47aba.png,hek,1269,1261
assets/IsShowAdPicReplaceOfGuideTrait/native/b2/b26cce6b-ae74-482d-8027-8bdac8b56c9c.7ee10.jpg,hek,71588,71580
assets/IsShowAdPicReplaceOfGuideTrait/native/b4/b43533f6-c163-46b1-bafc-7da39c12b1b1.506e8.mp3,明文,3336,3336
assets/IsShowAdPicReplaceOfGuideTrait/native/bb/bb3c143a-6c77-48fd-bcfd-9e9d117fe552.cfebc.png,hek,329,321
assets/IsShowAdPicReplaceOfGuideTrait/native/d7/d7399725-51f0-4d5b-bf2f-4eb3d3400319.22155.jpg,hek,66881,66873
assets/IsShowAdPicReplaceOfGuideTrait/native/e9/e9ebb3fd-5ac9-4589-b108-e2bfb6a7f4ff.f9a06.jpg,hek,74046,74038
assets/IsShowAdPicReplaceOfGuideTrait/native/eb/ebe67a48-75c5-4a21-a637-a047b829e8ca.b5944.png,hek,2363,2355
assets/IsShowTravelShangZengFillInTrait/config.e2322.json,hek,258,250
assets/IsShowTravelShangZengFillInTrait/index.e2322.js,hek,1124,2974
assets/IsSpeedUpReviveAnimTrait/config.f9047.json,hek,250,242
assets/IsSpeedUpReviveAnimTrait/index.f9047.js,hek,1076,2590
assets/JAEJ_11545_lowEndDevice_clearBoardTrait/config.165f9.json,hek,265,257
assets/JAEJ_11545_lowEndDevice_clearBoardTrait/index.165f9.js,hek,1372,3564
assets/JAEJ_11555_lowEndDevice_initialBoardTrait/config.ca4d2.json,hek,267,259
assets/JAEJ_11555_lowEndDevice_initialBoardTrait/index.ca4d2.js,hek,2188,5630
assets/JewelGameReturnOptimizeTrait/config.7e72c.json,hek,693,685
assets/JewelGameReturnOptimizeTrait/import/02/02a3a2f3-4e67-48ed-8afa-db55d16f5bb5.68316.json,hek,200,192
assets/JewelGameReturnOptimizeTrait/import/6e/6e2787db-a32a-4c87-9889-ce022c1c7310.7871f.json,hek,86,78
assets/JewelGameReturnOptimizeTrait/import/9a/9a5f6ef7-cd70-417f-a84f-24859089647a.4bbe2.json,hek,655,1336
assets/JewelGameReturnOptimizeTrait/import/c8/c867551f-fa18-49e9-a3d8-c1bc00fdf96c.7871f.json,hek,86,78
assets/JewelGameReturnOptimizeTrait/import/e8/e89cc810-3dc1-43ff-ab03-025fb7c59abb.cf951.json,hek,197,189
assets/JewelGameReturnOptimizeTrait/index.7e72c.js,hek,2588,8497
assets/JewelGameReturnOptimizeTrait/native/6e/6e2787db-a32a-4c87-9889-ce022c1c7310.d9f8b.png,hek,1191,1183
assets/JewelGameReturnOptimizeTrait/native/c8/c867551f-fa18-49e9-a3d8-c1bc00fdf96c.c57ee.png,hek,3317,3309
assets/JewelGameUnlockEncourageTrait/config.16c04.json,hek,713,705
assets/JewelGameUnlockEncourageTrait/import/30/30b891f6-c326-43b5-b946-f43ecf780a1c.00761.json,hek,858,850
assets/JewelGameUnlockEncourageTrait/import/3a/3a44699c-abdb-4c84-9dfb-72ccf32a4c73.7871f.json,hek,86,78
assets/JewelGameUnlockEncourageTrait/import/48/48c06f31-bef4-4be4-8393-ff5a8b83ca61.75af4.json,hek,206,198
assets/JewelGameUnlockEncourageTrait/import/68/68bbfcad-597e-41f1-8542-ac020f2cdaaf.825ef.json,hek,5065,32343
assets/JewelGameUnlockEncourageTrait/import/a6/a6ba3622-ca09-4cdf-948d-6340f08f8444.b19f4.json,hek,109,101
assets/JewelGameUnlockEncourageTrait/index.16c04.js,hek,2984,9859
assets/JewelGameUnlockEncourageTrait/native/3a/3a44699c-abdb-4c84-9dfb-72ccf32a4c73.f74cf.png,hek,80288,80280
assets/JewelGameUnlockEncourageTrait/native/a6/a6ba3622-ca09-4cdf-948d-6340f08f8444.8f358.atlas,hek,565,2333
assets/LDDisableMoreTimeToOpreateStateTrait/config.195c3.json,hek,262,254
assets/LDDisableMoreTimeToOpreateStateTrait/index.195c3.js,hek,1112,2780
assets/LDDisableSmallBlockLimitTrait/config.9c0f1.json,hek,255,247
assets/LDDisableSmallBlockLimitTrait/index.9c0f1.js,hek,1108,2731
assets/LDDisableSnapHotZoneTrait/config.d7b30.json,hek,251,243
assets/LDDisableSnapHotZoneTrait/index.d7b30.js,hek,1044,2505
assets/LDEnableCloseRefreshPanelAniTrait/config.8ffcd.json,hek,259,251
assets/LDEnableCloseRefreshPanelAniTrait/index.8ffcd.js,hek,1020,2355
assets/LDEnableDynamicChangeResolutionScalerTrait/config.f1cf7.json,hek,268,260
assets/LDEnableDynamicChangeResolutionScalerTrait/index.f1cf7.js,hek,1020,2418
assets/LDEnableEndlessRevivePopupReduceTrait/config.8d108.json,hek,263,255
assets/LDEnableEndlessRevivePopupReduceTrait/index.8d108.js,hek,1024,2383
assets/LDEnableInterstitialAdOptimizerTrait/config.e48f9.json,hek,262,254
assets/LDEnableInterstitialAdOptimizerTrait/index.e48f9.js,hek,1004,2383
assets/LDEnableJAEJ_11545_lowEndDevice_clearBoardTrait/config.f93ed.json,hek,273,265
assets/LDEnableJAEJ_11545_lowEndDevice_clearBoardTrait/index.f93ed.js,hek,1016,2449
assets/LDEnableMainUIDiffFrameRateDiffTrait/config.c8bf1.json,hek,262,254
assets/LDEnableMainUIDiffFrameRateDiffTrait/index.c8bf1.js,hek,976,2246
assets/LDEnableOpenChangeContinueHardTrait/config.eb62b.json,hek,261,253
assets/LDEnableOpenChangeContinueHardTrait/index.eb62b.js,hek,1020,2369
assets/LDEnableRepaceSomeFillInToMultFillinTrait/config.53d61.json,hek,267,259
assets/LDEnableRepaceSomeFillInToMultFillinTrait/index.53d61.js,hek,980,2276
assets/LDEnableReplaceSomeAlgoToRandomNoDieTrait/config.23810.json,hek,267,259
assets/LDEnableReplaceSomeAlgoToRandomNoDieTrait/index.23810.js,hek,988,2276
assets/LDEnableReplaceToRandomNoDieByTimeOutTrait/config.52dd6.json,hek,268,260
assets/LDEnableReplaceToRandomNoDieByTimeOutTrait/index.52dd6.js,hek,984,2282
assets/LDEnableTimeOutToRandomNoDieTrait/config.aead2.json,hek,259,251
assets/LDEnableTimeOutToRandomNoDieTrait/index.aead2.js,hek,976,2228
assets/LWMLevelMotivationDisplayFixRevertTrait/config.f3610.json,hek,265,257
assets/LWMLevelMotivationDisplayFixRevertTrait/index.f3610.js,hek,924,2174
assets/LaunchBrandAdDisplayTrait/config.3ba92.json,hek,703,1181
assets/LaunchBrandAdDisplayTrait/import/06/06051004-08c4-499f-abdd-a191903260a4.96f3d.json,hek,198,190
assets/LaunchBrandAdDisplayTrait/import/09/09d556b3-d351-4c7c-992c-401e81895f5c.b64c4.json,hek,191,183
assets/LaunchBrandAdDisplayTrait/import/1a/1acddec3-3b54-489e-952e-e96200ba5790.b0583.json,hek,203,195
assets/LaunchBrandAdDisplayTrait/import/37/375195e1-6f98-4c93-ba1f-5fb300b38528.4b3a3.json,hek,86,78
assets/LaunchBrandAdDisplayTrait/import/56/568f5290-4377-4c63-9da3-b101be149e0b.7871f.json,hek,86,78
assets/LaunchBrandAdDisplayTrait/import/74/7406f3a3-96da-41ec-a158-170a88828f5e.dfb12.json,hek,1035,2117
assets/LaunchBrandAdDisplayTrait/import/8a/8abe9ab2-f94a-4255-8134-bd179aceb521.99eb2.json,hek,197,189
assets/LaunchBrandAdDisplayTrait/import/8e/8e98f25b-7d09-4bb2-bc1a-5e1bb156022c.15322.json,hek,193,185
assets/LaunchBrandAdDisplayTrait/import/cc/ccd0a93d-17d3-47cc-ac51-08f4316af48c.7871f.json,hek,86,78
assets/LaunchBrandAdDisplayTrait/import/e0/e0f8ce40-cfe7-4ba2-8962-0e03d1d32e01.7871f.json,hek,86,78
assets/LaunchBrandAdDisplayTrait/import/f2/f22f5a74-84d8-4ffb-a8c6-87ee887a3187.7f515.json,hek,210,202
assets/LaunchBrandAdDisplayTrait/import/f4/f4ead02b-f3a7-4a66-be0b-e467990e309d.7871f.json,hek,86,78
assets/LaunchBrandAdDisplayTrait/import/fb/fbae7aac-0ef4-48bb-9983-49634570d5f5.7871f.json,hek,86,78
assets/LaunchBrandAdDisplayTrait/index.3ba92.js,hek,2524,8664
assets/LaunchBrandAdDisplayTrait/native/37/375195e1-6f98-4c93-ba1f-5fb300b38528.c32ad.jpg,hek,12167,12159
assets/LaunchBrandAdDisplayTrait/native/56/568f5290-4377-4c63-9da3-b101be149e0b.46ef2.png,hek,332650,332642
assets/LaunchBrandAdDisplayTrait/native/cc/ccd0a93d-17d3-47cc-ac51-08f4316af48c.8ffef.png,hek,13834,13826
assets/LaunchBrandAdDisplayTrait/native/e0/e0f8ce40-cfe7-4ba2-8962-0e03d1d32e01.4eec5.png,hek,896,888
assets/LaunchBrandAdDisplayTrait/native/f4/f4ead02b-f3a7-4a66-be0b-e467990e309d.ddbfd.png,hek,1848,1840
assets/LaunchBrandAdDisplayTrait/native/fb/fbae7aac-0ef4-48bb-9983-49634570d5f5.c8b34.png,hek,12916,12908
assets/LaunchBrandAdFrequencyTrait/config.5ee98.json,hek,253,245
assets/LaunchBrandAdFrequencyTrait/index.5ee98.js,hek,1140,3297
assets/LaunchBrandAdJumpTrait/config.86f11.json,hek,248,240
assets/LaunchBrandAdJumpTrait/index.86f11.js,hek,868,1954
assets/LaunchBrandAdRetentionTrait/config.a3311.json,hek,253,245
assets/LaunchBrandAdRetentionTrait/index.a3311.js,hek,1072,2519
assets/LaunchBrandAdSkipTrait/config.9fa88.json,hek,248,240
assets/LaunchBrandAdSkipTrait/index.9fa88.js,hek,868,1954
assets/LevelBlockCollectAdjustTrait/config.38d88.json,hek,254,246
assets/LevelBlockCollectAdjustTrait/index.38d88.js,hek,2788,8456
assets/LevelDifficultyDisplayTrait/config.61bc3.json,hek,914,906
assets/LevelDifficultyDisplayTrait/import/28/280f25b4-f1fb-4d44-9393-d09dabaa4735.a1471.json,hek,214,206
assets/LevelDifficultyDisplayTrait/import/5d/5d2c3f65-4ce6-4c97-ab21-9f8a587e568a.a4d13.json,hek,216,208
assets/LevelDifficultyDisplayTrait/import/8d/8ddd9c14-927e-460b-9af7-a0aeb5aaaa8e.7871f.json,hek,86,78
assets/LevelDifficultyDisplayTrait/import/90/908e274e-4a44-4f82-a785-3e64e81ec94c.b7fbf.json,hek,214,206
assets/LevelDifficultyDisplayTrait/import/9d/9d4f7827-d64b-4bc1-9ec4-8a27f2963b7e.7871f.json,hek,86,78
assets/LevelDifficultyDisplayTrait/import/a3/a3ca6d5f-cfe2-4c18-9b3b-925693c652d6.7871f.json,hek,86,78
assets/LevelDifficultyDisplayTrait/import/ba/ba75baea-f53d-4fa5-81fc-8fe3495dbf9c.fcc44.json,hek,708,700
assets/LevelDifficultyDisplayTrait/index.61bc3.js,hek,2276,6583
assets/LevelDifficultyDisplayTrait/native/8d/8ddd9c14-927e-460b-9af7-a0aeb5aaaa8e.a79f0.png,hek,4142,4134
assets/LevelDifficultyDisplayTrait/native/9d/9d4f7827-d64b-4bc1-9ec4-8a27f2963b7e.a9a17.png,hek,3853,3845
assets/LevelDifficultyDisplayTrait/native/a3/a3ca6d5f-cfe2-4c18-9b3b-925693c652d6.e3388.png,hek,4347,4339
assets/LevelDifficultyResetTrait/config.b18fc.json,hek,251,243
assets/LevelDifficultyResetTrait/index.b18fc.js,hek,1384,3486
assets/LightColorSkinEnlargeBlockChangeShadowTrait/config.5cd6f.json,hek,422,414
assets/LightColorSkinEnlargeBlockChangeShadowTrait/import/7c/7cc4f47f-e7bd-4f9f-9058-95697211d58f.7871f.json,hek,86,78
assets/LightColorSkinEnlargeBlockChangeShadowTrait/import/90/90d935d0-4914-406c-a4c8-f9da8f2b694c.46508.json,hek,195,187
assets/LightColorSkinEnlargeBlockChangeShadowTrait/index.5cd6f.js,hek,2936,8860
assets/LightColorSkinEnlargeBlockChangeShadowTrait/native/7c/7cc4f47f-e7bd-4f9f-9058-95697211d58f.db922.png,hek,660,652
assets/LikeEffectOptimizationTrait/config.dd84f.json,hek,253,245
assets/LikeEffectOptimizationTrait/index.dd84f.js,hek,2572,9829
assets/LimitComboScoreToTenTrait/config.e66b1.json,hek,251,243
assets/LimitComboScoreToTenTrait/index.e66b1.js,hek,964,2177
assets/LowDeviceBlockFullEffectTouchTrait/config.e9730.json,hek,260,252
assets/LowDeviceBlockFullEffectTouchTrait/index.e9730.js,hek,1284,3969
assets/LowDevice_RepaceSomeFillInToMultFillinTrait/config.2befa.json,hek,269,261
assets/LowDevice_RepaceSomeFillInToMultFillinTrait/index.2befa.js,hek,1256,3114
assets/LowDevice_ReplaceSomeAlgoToRandomNoDieTrait/config.433d3.json,hek,269,261
assets/LowDevice_ReplaceSomeAlgoToRandomNoDieTrait/index.433d3.js,hek,1380,3562
assets/LowDevice_TimeOutToRandomNoDieTrait/config.54a6c.json,hek,261,253
assets/LowDevice_TimeOutToRandomNoDieTrait/index.54a6c.js,hek,1392,3595
assets/MainUIDiffFrameRateDiffTrait/config.b8106.json,hek,254,246
assets/MainUIDiffFrameRateDiffTrait/index.b8106.js,hek,1368,3570
assets/MergeBlockComboAddTrait/config.16f62.json,hek,249,241
assets/MergeBlockComboAddTrait/index.16f62.js,hek,1472,3521
assets/MergeBlockCreateFixedScoreTrait/config.f335a.json,hek,257,249
assets/MergeBlockCreateFixedScoreTrait/index.f335a.js,hek,1724,4517
assets/MergeBlockFixedScoreTrait/config.0ef9f.json,hek,251,243
assets/MergeBlockFixedScoreTrait/index.0ef9f.js,hek,1612,4163
assets/MergeBlockMultiplyScoreTrait/config.9d7b4.json,hek,254,246
assets/MergeBlockMultiplyScoreTrait/index.9d7b4.js,hek,1476,3835
assets/MergeBlockNoComboFixedScoreTrait/config.bee32.json,hek,258,250
assets/MergeBlockNoComboFixedScoreTrait/index.bee32.js,hek,1816,4695
assets/MergeBlockNoComboMultiplyScoreTrait/config.cd0ba.json,hek,261,253
assets/MergeBlockNoComboMultiplyScoreTrait/index.cd0ba.js,hek,1688,4323
assets/MergeBlockPreEliminateVariantTrait/config.2e847.json,hek,260,252
assets/MergeBlockPreEliminateVariantTrait/index.2e847.js,hek,900,2102
assets/MergeBlockTrait/config.f8a16.json,hek,594,586
assets/MergeBlockTrait/import/39/3942ac30-3b66-4a83-970f-83e517bb1117.211e5.json,hek,432,424
assets/MergeBlockTrait/import/ba/badd4162-1986-4add-ba2e-13aafc4198a8.0d883.json,hek,512,1069
assets/MergeBlockTrait/import/f2/f2bf4e6b-e31c-42c5-992d-dc4be6037640.64ee7.json,hek,5236,44176
assets/MergeBlockTrait/index.f8a16.js,hek,18700,116358
assets/MiniGameEnterChangeColorTrait/config.ddd0f.json,hek,661,653
assets/MiniGameEnterChangeColorTrait/import/0f/0febd447-6a4d-4a3a-8100-390472a088b8.7871f.json,hek,86,78
assets/MiniGameEnterChangeColorTrait/import/59/5900b429-0222-4b48-bff1-cafb41b367e0.ca950.json,hek,427,1421
assets/MiniGameEnterChangeColorTrait/import/5f/5faad134-0d24-4b38-96a5-f76a9280efb6.058d1.json,hek,1725,9663
assets/MiniGameEnterChangeColorTrait/import/ab/abe5e739-f3b8-4bcb-a3c3-fd597596b623.812fa.json,hek,213,205
assets/MiniGameEnterChangeColorTrait/index.ddd0f.js,hek,1140,2630
assets/MiniGameEnterChangeColorTrait/native/0f/0febd447-6a4d-4a3a-8100-390472a088b8.9ff0b.png,hek,42687,42679
assets/MiniGameMainEnterChangeColorTrait/config.12fc1.json,hek,424,416
assets/MiniGameMainEnterChangeColorTrait/import/08/08c78b6c-d477-494e-a5ca-ba1e4ea44575.7871f.json,hek,86,78
assets/MiniGameMainEnterChangeColorTrait/import/e6/e628ee16-3142-4728-b0bd-966f74ae4c5a.3f688.json,hek,206,198
assets/MiniGameMainEnterChangeColorTrait/index.12fc1.js,hek,1004,2294
assets/MiniGameMainEnterChangeColorTrait/native/08/08c78b6c-d477-494e-a5ca-ba1e4ea44575.6eec9.png,hek,15955,15947
assets/MiniGameReturnNavigationTrait/config.a34b0.json,hek,255,247
assets/MiniGameReturnNavigationTrait/index.a34b0.js,hek,1496,4422
assets/MiniGameSetEnterChangeColorTrait/config.58409.json,hek,785,777
assets/MiniGameSetEnterChangeColorTrait/import/15/155a7e8c-d1c4-40f1-b8a3-e91952f343d7.7871f.json,hek,86,78
assets/MiniGameSetEnterChangeColorTrait/import/1c/1c851307-d2ed-4906-b4a9-73503b2b44a2.85e43.json,hek,220,212
assets/MiniGameSetEnterChangeColorTrait/import/5e/5eed9792-7463-44ab-b2fa-6e2718811754.7871f.json,hek,86,78
assets/MiniGameSetEnterChangeColorTrait/import/c1/c1ff0c5e-6f92-4e32-92e9-0f4663598f4d.7871f.json,hek,86,78
assets/MiniGameSetEnterChangeColorTrait/import/ef/ef882fef-adaf-44ca-946a-d84d3f66e641.518f1.json,hek,219,211
assets/MiniGameSetEnterChangeColorTrait/import/fd/fdf9d76b-cb2a-42f9-8221-29bb6ad37f5f.28cd3.json,hek,218,210
assets/MiniGameSetEnterChangeColorTrait/index.58409.js,hek,1088,2632
assets/MiniGameSetEnterChangeColorTrait/native/15/155a7e8c-d1c4-40f1-b8a3-e91952f343d7.de7af.png,hek,2597,2589
assets/MiniGameSetEnterChangeColorTrait/native/5e/5eed9792-7463-44ab-b2fa-6e2718811754.839b3.png,hek,3349,3341
assets/MiniGameSetEnterChangeColorTrait/native/c1/c1ff0c5e-6f92-4e32-92e9-0f4663598f4d.e304b.png,hek,7151,7143
assets/MiniGameSetShowProgressTrait/config.5317e.json,hek,684,1117
assets/MiniGameSetShowProgressTrait/import/01/01d68cbc-a23f-4276-b207-0ea61fdab28b.8cdd7.json,hek,198,190
assets/MiniGameSetShowProgressTrait/import/31/31b54234-4852-4e87-a02b-9ca8c8297715.7871f.json,hek,86,78
assets/MiniGameSetShowProgressTrait/import/33/33d6e1c4-ce80-4712-b634-2c5a26e888e1.7871f.json,hek,86,78
assets/MiniGameSetShowProgressTrait/import/50/50d4bc21-9a92-4649-a55c-7245b6aba77a.7871f.json,hek,86,78
assets/MiniGameSetShowProgressTrait/import/72/72179154-6798-4f4a-8a67-0fba5bcf399c.d4119.json,hek,211,203
assets/MiniGameSetShowProgressTrait/import/72/72b7b3fa-23fb-45dd-b686-d8614e1d699f.edee3.json,hek,658,1250
assets/MiniGameSetShowProgressTrait/import/73/7379ad0f-7f4c-4950-8786-9250219ee7db.ea735.json,hek,201,193
assets/MiniGameSetShowProgressTrait/import/b5/b5a542ad-058d-41c2-b77a-0c5a379567cd.7871f.json,hek,86,78
assets/MiniGameSetShowProgressTrait/import/c2/c264155d-c4fa-4417-ac8f-48780866d1b7.ff855.json,hek,198,190
assets/MiniGameSetShowProgressTrait/import/ee/eeac3860-6941-44c6-b4de-0727781364e7.e7f1a.json,hek,200,192
