bundle,资产路径,类型,uuid,文件
IsOpenClassMusicBlockTrait,audios/note+4,cc.AudioClip,50e8936c-aa5f-4c04-a344-eda8cd3bfcca,assets\IsOpenClassMusicBlockTrait\import\50\50e8936c-aa5f-4c04-a344-eda8cd3bfcca.2f6ee.json
IsOpenClassMusicBlockTrait,audios/note+5,cc.AudioClip,c993f9c4-22ff-4f2e-90c6-567932475621,assets\IsOpenClassMusicBlockTrait\import\c9\c993f9c4-22ff-4f2e-90c6-567932475621.2ffb4.json
IsOpenClassMusicBlockTrait,audios/note+6,cc.AudioClip,adc0a2e0-786c-462c-a2d2-a85da04c4870,assets\IsOpenClassMusicBlockTrait\import\ad\adc0a2e0-786c-462c-a2d2-a85da04c4870.c6268.json
IsOpenClassMusicBlockTrait,audios/note+7,cc.AudioClip,8a3c82c2-cb57-4fd6-9345-1033a67e9d41,assets\IsOpenClassMusicBlockTrait\import\8a\8a3c82c2-cb57-4fd6-9345-1033a67e9d41.74a3f.json
IsOpenClassMusicBlockTrait,audios/note-1,cc.AudioClip,6d118dba-d297-4a30-bee8-58acc9c754ba,assets\IsOpenClassMusicBlockTrait\import\6d\6d118dba-d297-4a30-bee8-58acc9c754ba.89c03.json
IsOpenClassMusicBlockTrait,audios/note-2,cc.AudioClip,a78043c5-c66f-4127-a3f2-bf6499e4e579,assets\IsOpenClassMusicBlockTrait\import\a7\a78043c5-c66f-4127-a3f2-bf6499e4e579.aa8c2.json
IsOpenClassMusicBlockTrait,audios/note-3,cc.AudioClip,4978d306-7d59-4198-be81-79c1af4e3757,assets\IsOpenClassMusicBlockTrait\import\49\4978d306-7d59-4198-be81-79c1af4e3757.90940.json
IsOpenClassMusicBlockTrait,audios/note-4,cc.AudioClip,9c25511d-7442-4157-8082-9683f1ab7c15,assets\IsOpenClassMusicBlockTrait\import\9c\9c25511d-7442-4157-8082-9683f1ab7c15.0320a.json
IsOpenClassMusicBlockTrait,audios/note-5,cc.AudioClip,2482d6f2-8220-46d4-907a-f85059bb441c,assets\IsOpenClassMusicBlockTrait\import\24\2482d6f2-8220-46d4-907a-f85059bb441c.42075.json
IsOpenClassMusicBlockTrait,audios/note-6,cc.AudioClip,efbce863-be9c-48b0-bbed-a75f4330df1f,assets\IsOpenClassMusicBlockTrait\import\ef\efbce863-be9c-48b0-bbed-a75f4330df1f.9699f.json
IsOpenClassMusicBlockTrait,audios/note-7,cc.AudioClip,ac87ad9d-31a2-4937-8276-1a00947be848,assets\IsOpenClassMusicBlockTrait\import\ac\ac87ad9d-31a2-4937-8276-1a00947be848.bfbc9.json
IsOpenClassMusicBlockTrait,dragonbones/gameplay_music_click_ske,dragonBones.DragonBonesAsset,f1c0c6a8-83d7-4d34-8df3-0db2146d16d7,assets\IsOpenClassMusicBlockTrait\import\f1\f1c0c6a8-83d7-4d34-8df3-0db2146d16d7.a3259.json
IsOpenClassMusicBlockTrait,dragonbones/gameplay_music_click_tex,cc.SpriteFrame,7c6fdb62-e24f-406d-850f-3fb301171917,assets\IsOpenClassMusicBlockTrait\import\7c\7c6fdb62-e24f-406d-850f-3fb301171917.9db77.json
IsOpenClassMusicBlockTrait,dragonbones/gameplay_music_click_tex,cc.Texture2D,449073fe-58c6-4cf8-a121-9176964aabf3,assets\IsOpenClassMusicBlockTrait\import\44\449073fe-58c6-4cf8-a121-9176964aabf3.7871f.json
IsOpenClassMusicBlockTrait,dragonbones/gameplay_music_click_tex,dragonBones.DragonBonesAtlasAsset,47329906-85c8-4873-bb1e-96095b3b0300,assets\IsOpenClassMusicBlockTrait\import\47\47329906-85c8-4873-bb1e-96095b3b0300.81ff0.json
IsOpenClassMusicBlockTrait,dragonbones/gameplay_musictime_ske,dragonBones.DragonBonesAsset,468d953c-9596-458d-9181-cfa85d9d794a,assets\IsOpenClassMusicBlockTrait\import\46\468d953c-9596-458d-9181-cfa85d9d794a.61578.json
IsOpenClassMusicBlockTrait,dragonbones/gameplay_musictime_tex,cc.SpriteFrame,9a544ebd-c36a-4e71-8a94-b6d46cdf7501,assets\IsOpenClassMusicBlockTrait\import\9a\9a544ebd-c36a-4e71-8a94-b6d46cdf7501.801ac.json
IsOpenClassMusicBlockTrait,dragonbones/gameplay_musictime_tex,cc.Texture2D,06d43046-0eeb-49f3-8d6e-a3930772e93a,assets\IsOpenClassMusicBlockTrait\import\06\06d43046-0eeb-49f3-8d6e-a3930772e93a.7871f.json
IsOpenClassMusicBlockTrait,dragonbones/gameplay_musictime_tex,dragonBones.DragonBonesAtlasAsset,f983d46b-cc9e-4c4c-baa4-ac0635430b90,assets\IsOpenClassMusicBlockTrait\import\f9\f983d46b-cc9e-4c4c-baa4-ac0635430b90.b8943.json
IsOpenClassMusicBlockTrait,fonts/gameplay_num_yinyue,cc.BitmapFont,070d8abd-6213-4ad3-a0e3-abb1379b9247,assets\IsOpenClassMusicBlockTrait\import\07\070d8abd-6213-4ad3-a0e3-abb1379b9247.5eebc.json
IsOpenClassMusicBlockTrait,fonts/gameplay_num_yinyue,cc.SpriteFrame,92e55ac9-9d87-419c-8072-6acd9675aafa,assets\IsOpenClassMusicBlockTrait\import\92\92e55ac9-9d87-419c-8072-6acd9675aafa.ec147.json
IsOpenClassMusicBlockTrait,fonts/gameplay_num_yinyue,cc.Texture2D,46ab2f34-5a24-4cbb-b6e5-7deb9b2d9f4b,assets\IsOpenClassMusicBlockTrait\import\46\46ab2f34-5a24-4cbb-b6e5-7deb9b2d9f4b.7871f.json
IsOpenClassMusicBlockTrait,prefabs/musicBlockEff,cc.Prefab,d0f128f2-3362-4a7b-b03a-6c2cf4d07764,assets\IsOpenClassMusicBlockTrait\import\d0\d0f128f2-3362-4a7b-b03a-6c2cf4d07764.dd18a.json
IsOpenClassMusicBlockTrait,prefabs/musicBlockMusicTimeEff,cc.Prefab,0d9fc658-ec13-4f5d-acb1-ef8fda584a0c,assets\IsOpenClassMusicBlockTrait\import\0d\0d9fc658-ec13-4f5d-acb1-ef8fda584a0c.1495a.json
IsOpenClassMusicBlockTrait,textures/gameplay_img_dian,cc.SpriteFrame,1fa600a1-f1b2-460c-90cf-28be3afe0ce6,assets\IsOpenClassMusicBlockTrait\import\1f\1fa600a1-f1b2-460c-90cf-28be3afe0ce6.0fa26.json
IsOpenClassMusicBlockTrait,textures/gameplay_img_dian,cc.Texture2D,e119c56e-2838-4169-9996-c2b6a6667ea4,assets\IsOpenClassMusicBlockTrait\import\e1\e119c56e-2838-4169-9996-c2b6a6667ea4.7871f.json
IsOpenClassMusicBlockTrait,textures/l1,cc.SpriteFrame,bab2e100-ecb2-4f21-9e63-4f3f91c8481d,assets\IsOpenClassMusicBlockTrait\import\ba\bab2e100-ecb2-4f21-9e63-4f3f91c8481d.eafb4.json
IsOpenClassMusicBlockTrait,textures/l1,cc.Texture2D,b67727fd-ebb3-405c-9dd0-9e8d2fb931a8,assets\IsOpenClassMusicBlockTrait\import\b6\b67727fd-ebb3-405c-9dd0-9e8d2fb931a8.7871f.json
IsOpenClassMusicBlockTrait,textures/l2,cc.SpriteFrame,0d693237-ba01-490c-82d5-a3e409a63c9a,assets\IsOpenClassMusicBlockTrait\import\0d\0d693237-ba01-490c-82d5-a3e409a63c9a.7e64a.json
IsOpenClassMusicBlockTrait,textures/l2,cc.Texture2D,2353e7b5-609d-449e-a83e-c1baa668f95a,assets\IsOpenClassMusicBlockTrait\import\23\2353e7b5-609d-449e-a83e-c1baa668f95a.7871f.json
IsOpenClassMusicBlockTrait,textures/l3,cc.SpriteFrame,c4724524-9f9d-49e2-8ea5-48cd659317ad,assets\IsOpenClassMusicBlockTrait\import\c4\c4724524-9f9d-49e2-8ea5-48cd659317ad.2709d.json
IsOpenClassMusicBlockTrait,textures/l3,cc.Texture2D,36a6448b-33dc-41b4-a3a8-547ecd6c9b04,assets\IsOpenClassMusicBlockTrait\import\36\36a6448b-33dc-41b4-a3a8-547ecd6c9b04.7871f.json
IsOpenClassMusicBlockTrait,textures/l4,cc.SpriteFrame,527d80f7-696b-4001-acdd-38ef6343815b,assets\IsOpenClassMusicBlockTrait\import\52\527d80f7-696b-4001-acdd-38ef6343815b.30a90.json
IsOpenClassMusicBlockTrait,textures/l4,cc.Texture2D,38f6bd43-87d5-44ad-96f3-2a92763aa6cf,assets\IsOpenClassMusicBlockTrait\import\38\38f6bd43-87d5-44ad-96f3-2a92763aa6cf.7871f.json
IsOpenClassMusicBlockTrait,textures/l5,cc.SpriteFrame,44848c26-6222-45a6-9fab-64e387feb19c,assets\IsOpenClassMusicBlockTrait\import\44\44848c26-6222-45a6-9fab-64e387feb19c.9b7dd.json
IsOpenClassMusicBlockTrait,textures/l5,cc.Texture2D,f025ea46-1ef9-4912-99b3-1dd8ac27b127,assets\IsOpenClassMusicBlockTrait\import\f0\f025ea46-1ef9-4912-99b3-1dd8ac27b127.7871f.json
IsOpenClassMusicBlockTrait,textures/l6,cc.SpriteFrame,b0a57eac-81fc-4d4d-bfea-f9f1f9b4ee34,assets\IsOpenClassMusicBlockTrait\import\b0\b0a57eac-81fc-4d4d-bfea-f9f1f9b4ee34.6997e.json
IsOpenClassMusicBlockTrait,textures/l6,cc.Texture2D,c26bf8be-7331-4ae9-a708-2b194ee7469e,assets\IsOpenClassMusicBlockTrait\import\c2\c26bf8be-7331-4ae9-a708-2b194ee7469e.7871f.json
IsOpenClassMusicBlockTrait,textures/l7,cc.SpriteFrame,1267f16b-486a-41bb-baa9-748c6051b83a,assets\IsOpenClassMusicBlockTrait\import\12\1267f16b-486a-41bb-baa9-748c6051b83a.6eb39.json
IsOpenClassMusicBlockTrait,textures/l7,cc.Texture2D,2e01bf47-03f2-4359-b08b-9985a13a4bde,assets\IsOpenClassMusicBlockTrait\import\2e\2e01bf47-03f2-4359-b08b-9985a13a4bde.7871f.json
IsOpenClassMusicBlockTrait,textures/lyuan,cc.SpriteFrame,bb59ef98-6feb-48c7-afbe-c719ad5db79c,assets\IsOpenClassMusicBlockTrait\import\bb\bb59ef98-6feb-48c7-afbe-c719ad5db79c.f4b9d.json
IsOpenClassMusicBlockTrait,textures/lyuan,cc.Texture2D,34ec8d30-094c-4b97-ae7e-e5e08707593a,assets\IsOpenClassMusicBlockTrait\import\34\34ec8d30-094c-4b97-ae7e-e5e08707593a.7871f.json
IsOpenEliminateMoreThanThreeShockAndSoundTrait,audios/cheerup,cc.AudioClip,dbd0df79-419d-445a-a3d3-0a6e5c883c91,assets\IsOpenEliminateMoreThanThreeShockAndSoundTrait\import\db\dbd0df79-419d-445a-a3d3-0a6e5c883c91.00873.json
IsOpenEliminateSpecialEffectTrait,dragonbones/gameplay_multiline_ske,dragonBones.DragonBonesAsset,94f67d8c-1960-4282-9e19-c2c6205be22b,assets\IsOpenEliminateSpecialEffectTrait\import\94\94f67d8c-1960-4282-9e19-c2c6205be22b.abd8a.json
IsOpenEliminateSpecialEffectTrait,dragonbones/gameplay_multiline_tex,cc.SpriteFrame,7212356b-29ab-494c-8495-7c091dae69e7,assets\IsOpenEliminateSpecialEffectTrait\import\72\7212356b-29ab-494c-8495-7c091dae69e7.497b8.json
IsOpenEliminateSpecialEffectTrait,dragonbones/gameplay_multiline_tex,cc.Texture2D,b899ae7d-b64b-4103-94f9-517d18e5e64c,assets\IsOpenEliminateSpecialEffectTrait\import\b8\b899ae7d-b64b-4103-94f9-517d18e5e64c.7871f.json
IsOpenEliminateSpecialEffectTrait,dragonbones/gameplay_multiline_tex,dragonBones.DragonBonesAtlasAsset,2a414b96-0328-428e-8299-359477868e29,assets\IsOpenEliminateSpecialEffectTrait\import\2a\2a414b96-0328-428e-8299-359477868e29.7867d.json
IsOpenEliminateSpecialEffectTrait,prefabs/eliminateSpecialEffect,cc.Prefab,f9849d73-4f1d-44f0-8730-5afea169f92a,assets\IsOpenEliminateSpecialEffectTrait\import\f9\f9849d73-4f1d-44f0-8730-5afea169f92a.d3cb0.json
IsOpenEstablishCollectTargetsTrait,prefabs/topCollectTargets,cc.Prefab,1073def1-a420-4ec5-82f8-c51972643763,assets\IsOpenEstablishCollectTargetsTrait\import\10\1073def1-a420-4ec5-82f8-c51972643763.10bbf.json
IsOpenEstablishCollectTargetsTrait,textures/gameplay_bg_Target Collection,cc.SpriteFrame,e8aef292-363a-4389-bdfc-e2600928cf62,assets\IsOpenEstablishCollectTargetsTrait\import\e8\e8aef292-363a-4389-bdfc-e2600928cf62.9c463.json
IsOpenEstablishCollectTargetsTrait,textures/gameplay_bg_Target Collection,cc.Texture2D,a8b6500b-54be-4b56-87c1-3d5fc8039e28,assets\IsOpenEstablishCollectTargetsTrait\import\a8\a8b6500b-54be-4b56-87c1-3d5fc8039e28.7871f.json
IsOpenResultClickEffectTrait,dragonbones/touchIcon_ske,dragonBones.DragonBonesAsset,0330387c-6835-47d9-bda1-10d5209d9da6,assets\IsOpenResultClickEffectTrait\import\03\0330387c-6835-47d9-bda1-10d5209d9da6.7c70c.json
IsOpenResultClickEffectTrait,dragonbones/touchIcon_tex,cc.SpriteFrame,aa2e417c-2767-4eb5-a366-5c4b4e094476,assets\IsOpenResultClickEffectTrait\import\aa\aa2e417c-2767-4eb5-a366-5c4b4e094476.dfde5.json
IsOpenResultClickEffectTrait,dragonbones/touchIcon_tex,cc.Texture2D,bda2cd4e-815c-4e47-98e4-e4d48b28603c,assets\IsOpenResultClickEffectTrait\import\bd\bda2cd4e-815c-4e47-98e4-e4d48b28603c.7871f.json
IsOpenResultClickEffectTrait,dragonbones/touchIcon_tex,dragonBones.DragonBonesAtlasAsset,5a2f78bc-ec4d-4bb7-94e2-ac77d6e2d090,assets\IsOpenResultClickEffectTrait\import\5a\5a2f78bc-ec4d-4bb7-94e2-ac77d6e2d090.bbc37.json
IsOpenResultClickEffectTrait,prefabs/clickEffect,cc.Prefab,58a0e5d4-4d2f-4e2f-8f91-98f9aaabc4e7,assets\IsOpenResultClickEffectTrait\import\58\58a0e5d4-4d2f-4e2f-8f91-98f9aaabc4e7.a4fb7.json
IsOpenScoreFlyInnFeedbackTrait,animations/IsOpenScoreFlyInnFeedback,cc.AnimationClip,2ca0d760-8c8a-4fa2-ab0a-3f7bacaef527,assets\IsOpenScoreFlyInnFeedbackTrait\import\2c\2ca0d760-8c8a-4fa2-ab0a-3f7bacaef527.cd892.json
IsShowAdPicReplaceOfGuideTrait,res/ShowAdPicReplaceOfGuide,cc.Prefab,7e076cf2-0434-48a6-b819-75d3c9fd906a,assets\IsShowAdPicReplaceOfGuideTrait\import\7e\7e076cf2-0434-48a6-b819-75d3c9fd906a.d97a4.json
IsShowAdPicReplaceOfGuideTrait,res/eff/gameplay_guide_arrow_ske,dragonBones.DragonBonesAsset,e1b368fc-e663-4c6b-9bbc-0450a5d724f8,assets\IsShowAdPicReplaceOfGuideTrait\import\e1\e1b368fc-e663-4c6b-9bbc-0450a5d724f8.14ff8.json
IsShowAdPicReplaceOfGuideTrait,res/eff/gameplay_guide_arrow_tex,cc.SpriteFrame,dc3dc558-caf9-48e4-88eb-5e4508956713,assets\IsShowAdPicReplaceOfGuideTrait\import\dc\dc3dc558-caf9-48e4-88eb-5e4508956713.ca846.json
IsShowAdPicReplaceOfGuideTrait,res/eff/gameplay_guide_arrow_tex,cc.Texture2D,9999e93d-aee8-4bb0-ac96-24e63964bf88,assets\IsShowAdPicReplaceOfGuideTrait\import\99\9999e93d-aee8-4bb0-ac96-24e63964bf88.7871f.json
IsShowAdPicReplaceOfGuideTrait,res/eff/gameplay_guide_arrow_tex,dragonBones.DragonBonesAtlasAsset,45ddd4ac-3d7d-4e2d-96d4-ab55064f9469,assets\IsShowAdPicReplaceOfGuideTrait\import\45\45ddd4ac-3d7d-4e2d-96d4-ab55064f9469.3607f.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_addictive,cc.SpriteFrame,bb7a3566-95f9-455f-ba2c-57366049be2e,assets\IsShowAdPicReplaceOfGuideTrait\import\bb\bb7a3566-95f9-455f-ba2c-57366049be2e.5d9ec.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_addictive,cc.Texture2D,1378fdab-185b-44cb-ad63-5135aa7afdac,assets\IsShowAdPicReplaceOfGuideTrait\import\13\1378fdab-185b-44cb-ad63-5135aa7afdac.4b3a3.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_bdian,cc.SpriteFrame,f89c8d2a-197f-400d-b41d-4a9413a3b9d7,assets\IsShowAdPicReplaceOfGuideTrait\import\f8\f89c8d2a-197f-400d-b41d-4a9413a3b9d7.89121.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_bdian,cc.Texture2D,bb3c143a-6c77-48fd-bcfd-9e9d117fe552,assets\IsShowAdPicReplaceOfGuideTrait\import\bb\bb3c143a-6c77-48fd-bcfd-9e9d117fe552.7871f.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_ditu,cc.SpriteFrame,6e900516-91fd-4f12-b83b-d4fa31b28692,assets\IsShowAdPicReplaceOfGuideTrait\import\6e\6e900516-91fd-4f12-b83b-d4fa31b28692.2a36d.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_ditu,cc.Texture2D,1c59ed69-89f8-4c03-b9ee-7459f7f5e6fe,assets\IsShowAdPicReplaceOfGuideTrait\import\1c\1c59ed69-89f8-4c03-b9ee-7459f7f5e6fe.7871f.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_heidi,cc.SpriteFrame,69725d5b-4d14-4b0c-a809-70e6fafa83f1,assets\IsShowAdPicReplaceOfGuideTrait\import\69\69725d5b-4d14-4b0c-a809-70e6fafa83f1.f4aad.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_heidi,cc.Texture2D,5fbb41f6-d367-4f6b-8a4e-de60333ff83d,assets\IsShowAdPicReplaceOfGuideTrait\import\5f\5fbb41f6-d367-4f6b-8a4e-de60333ff83d.7871f.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_interesting,cc.SpriteFrame,40984008-9250-49a5-acb1-e5015cde86b1,assets\IsShowAdPicReplaceOfGuideTrait\import\40\40984008-9250-49a5-acb1-e5015cde86b1.2e628.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_interesting,cc.Texture2D,e9ebb3fd-5ac9-4589-b108-e2bfb6a7f4ff,assets\IsShowAdPicReplaceOfGuideTrait\import\e9\e9ebb3fd-5ac9-4589-b108-e2bfb6a7f4ff.4b3a3.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_playNow,cc.SpriteFrame,4a7230e7-1463-43f7-9426-fa92f8876325,assets\IsShowAdPicReplaceOfGuideTrait\import\4a\4a7230e7-1463-43f7-9426-fa92f8876325.7572f.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_playNow,cc.Texture2D,b26cce6b-ae74-482d-8027-8bdac8b56c9c,assets\IsShowAdPicReplaceOfGuideTrait\import\b2\b26cce6b-ae74-482d-8027-8bdac8b56c9c.4b3a3.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_relaxing,cc.SpriteFrame,fcb747de-6e4a-4a09-8253-c7b22a1b3fe7,assets\IsShowAdPicReplaceOfGuideTrait\import\fc\fcb747de-6e4a-4a09-8253-c7b22a1b3fe7.14a46.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_relaxing,cc.Texture2D,d7399725-51f0-4d5b-bf2f-4eb3d3400319,assets\IsShowAdPicReplaceOfGuideTrait\import\d7\d7399725-51f0-4d5b-bf2f-4eb3d3400319.4b3a3.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_sdian,cc.SpriteFrame,48485468-a6db-470c-8760-04476d38c19d,assets\IsShowAdPicReplaceOfGuideTrait\import\48\48485468-a6db-470c-8760-04476d38c19d.a4e5d.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_sdian,cc.Texture2D,61b80a9c-6269-44ab-8e7e-4f00ac332dd0,assets\IsShowAdPicReplaceOfGuideTrait\import\61\61b80a9c-6269-44ab-8e7e-4f00ac332dd0.7871f.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_skip,cc.SpriteFrame,ed1fa97a-a016-4115-9026-29a57b1a56d8,assets\IsShowAdPicReplaceOfGuideTrait\import\ed\ed1fa97a-a016-4115-9026-29a57b1a56d8.3c6bf.json
IsShowAdPicReplaceOfGuideTrait,res/pic/gameplay_img_skip,cc.Texture2D,ebe67a48-75c5-4a21-a637-a047b829e8ca,assets\IsShowAdPicReplaceOfGuideTrait\import\eb\ebe67a48-75c5-4a21-a637-a047b829e8ca.7871f.json
IsShowAdPicReplaceOfGuideTrait,res/sound/logo_click,cc.AudioClip,35cc6c5b-4a26-41cf-a8f9-1ef111f73d38,assets\IsShowAdPicReplaceOfGuideTrait\import\35\35cc6c5b-4a26-41cf-a8f9-1ef111f73d38.53851.json
IsShowAdPicReplaceOfGuideTrait,res/sound/rank_pop,cc.AudioClip,4995e4a8-5cf9-4fe2-923d-e366bc505a9a,assets\IsShowAdPicReplaceOfGuideTrait\import\49\4995e4a8-5cf9-4fe2-923d-e366bc505a9a.a4ce2.json
IsShowAdPicReplaceOfGuideTrait,res/sound/slide,cc.AudioClip,b43533f6-c163-46b1-bafc-7da39c12b1b1,assets\IsShowAdPicReplaceOfGuideTrait\import\b4\b43533f6-c163-46b1-bafc-7da39c12b1b1.ba037.json
JewelGameReturnOptimizeTrait,prefabs/JewelGameReturnOptimizeCom,cc.Prefab,9a5f6ef7-cd70-417f-a84f-24859089647a,assets\JewelGameReturnOptimizeTrait\import\9a\9a5f6ef7-cd70-417f-a84f-24859089647a.4bbe2.json
JewelGameReturnOptimizeTrait,textures/btn_back,cc.SpriteFrame,e89cc810-3dc1-43ff-ab03-025fb7c59abb,assets\JewelGameReturnOptimizeTrait\import\e8\e89cc810-3dc1-43ff-ab03-025fb7c59abb.cf951.json
JewelGameReturnOptimizeTrait,textures/btn_back,cc.Texture2D,6e2787db-a32a-4c87-9889-ce022c1c7310,assets\JewelGameReturnOptimizeTrait\import\6e\6e2787db-a32a-4c87-9889-ce022c1c7310.7871f.json
JewelGameReturnOptimizeTrait,textures/btn_refresh,cc.SpriteFrame,02a3a2f3-4e67-48ed-8afa-db55d16f5bb5,assets\JewelGameReturnOptimizeTrait\import\02\02a3a2f3-4e67-48ed-8afa-db55d16f5bb5.68316.json
JewelGameReturnOptimizeTrait,textures/btn_refresh,cc.Texture2D,c867551f-fa18-49e9-a3d8-c1bc00fdf96c,assets\JewelGameReturnOptimizeTrait\import\c8\c867551f-fa18-49e9-a3d8-c1bc00fdf96c.7871f.json
JewelGameUnlockEncourageTrait,prefabs/JewelGameUnlockEncourage,cc.Prefab,30b891f6-c326-43b5-b946-f43ecf780a1c,assets\JewelGameUnlockEncourageTrait\import\30\30b891f6-c326-43b5-b946-f43ecf780a1c.00761.json
JewelGameUnlockEncourageTrait,spine/gameplay_ma,cc.Asset,a6ba3622-ca09-4cdf-948d-6340f08f8444,assets\JewelGameUnlockEncourageTrait\import\a6\a6ba3622-ca09-4cdf-948d-6340f08f8444.b19f4.json
JewelGameUnlockEncourageTrait,spine/gameplay_ma,cc.SpriteFrame,48c06f31-bef4-4be4-8393-ff5a8b83ca61,assets\JewelGameUnlockEncourageTrait\import\48\48c06f31-bef4-4be4-8393-ff5a8b83ca61.75af4.json
JewelGameUnlockEncourageTrait,spine/gameplay_ma,cc.Texture2D,3a44699c-abdb-4c84-9dfb-72ccf32a4c73,assets\JewelGameUnlockEncourageTrait\import\3a\3a44699c-abdb-4c84-9dfb-72ccf32a4c73.7871f.json
JewelGameUnlockEncourageTrait,spine/gameplay_ma,sp.SkeletonData,68bbfcad-597e-41f1-8542-ac020f2cdaaf,assets\JewelGameUnlockEncourageTrait\import\68\68bbfcad-597e-41f1-8542-ac020f2cdaaf.825ef.json
LaunchBrandAdDisplayTrait,prefabs/launchAd,cc.Prefab,7406f3a3-96da-41ec-a158-170a88828f5e,assets\LaunchBrandAdDisplayTrait\import\74\7406f3a3-96da-41ec-a158-170a88828f5e.dfb12.json
LaunchBrandAdDisplayTrait,textures/ad,cc.SpriteFrame,09d556b3-d351-4c7c-992c-401e81895f5c,assets\LaunchBrandAdDisplayTrait\import\09\09d556b3-d351-4c7c-992c-401e81895f5c.b64c4.json
LaunchBrandAdDisplayTrait,textures/ad,cc.Texture2D,e0f8ce40-cfe7-4ba2-8962-0e03d1d32e01,assets\LaunchBrandAdDisplayTrait\import\e0\e0f8ce40-cfe7-4ba2-8962-0e03d1d32e01.7871f.json
LaunchBrandAdDisplayTrait,textures/bg2,cc.SpriteFrame,06051004-08c4-499f-abdd-a191903260a4,assets\LaunchBrandAdDisplayTrait\import\06\06051004-08c4-499f-abdd-a191903260a4.96f3d.json
LaunchBrandAdDisplayTrait,textures/bg2,cc.Texture2D,375195e1-6f98-4c93-ba1f-5fb300b38528,assets\LaunchBrandAdDisplayTrait\import\37\375195e1-6f98-4c93-ba1f-5fb300b38528.4b3a3.json
LaunchBrandAdDisplayTrait,textures/buttonplay,cc.SpriteFrame,1acddec3-3b54-489e-952e-e96200ba5790,assets\LaunchBrandAdDisplayTrait\import\1a\1acddec3-3b54-489e-952e-e96200ba5790.b0583.json
LaunchBrandAdDisplayTrait,textures/buttonplay,cc.Texture2D,fbae7aac-0ef4-48bb-9983-49634570d5f5,assets\LaunchBrandAdDisplayTrait\import\fb\fbae7aac-0ef4-48bb-9983-49634570d5f5.7871f.json
LaunchBrandAdDisplayTrait,textures/majong2,cc.SpriteFrame,f22f5a74-84d8-4ffb-a8c6-87ee887a3187,assets\LaunchBrandAdDisplayTrait\import\f2\f22f5a74-84d8-4ffb-a8c6-87ee887a3187.7f515.json
LaunchBrandAdDisplayTrait,textures/majong2,cc.Texture2D,568f5290-4377-4c63-9da3-b101be149e0b,assets\LaunchBrandAdDisplayTrait\import\56\568f5290-4377-4c63-9da3-b101be149e0b.7871f.json
LaunchBrandAdDisplayTrait,textures/play,cc.SpriteFrame,8abe9ab2-f94a-4255-8134-bd179aceb521,assets\LaunchBrandAdDisplayTrait\import\8a\8abe9ab2-f94a-4255-8134-bd179aceb521.99eb2.json
LaunchBrandAdDisplayTrait,textures/play,cc.Texture2D,ccd0a93d-17d3-47cc-ac51-08f4316af48c,assets\LaunchBrandAdDisplayTrait\import\cc\ccd0a93d-17d3-47cc-ac51-08f4316af48c.7871f.json
LaunchBrandAdDisplayTrait,textures/skip,cc.SpriteFrame,8e98f25b-7d09-4bb2-bc1a-5e1bb156022c,assets\LaunchBrandAdDisplayTrait\import\8e\8e98f25b-7d09-4bb2-bc1a-5e1bb156022c.15322.json
LaunchBrandAdDisplayTrait,textures/skip,cc.Texture2D,f4ead02b-f3a7-4a66-be0b-e467990e309d,assets\LaunchBrandAdDisplayTrait\import\f4\f4ead02b-f3a7-4a66-be0b-e467990e309d.7871f.json
LevelDifficultyDisplayTrait,prefabs/LevelDifficultyDisplay,cc.Prefab,ba75baea-f53d-4fa5-81fc-8fe3495dbf9c,assets\LevelDifficultyDisplayTrait\import\ba\ba75baea-f53d-4fa5-81fc-8fe3495dbf9c.fcc44.json
LevelDifficultyDisplayTrait,textures/gameplay_img_label_easy,cc.SpriteFrame,280f25b4-f1fb-4d44-9393-d09dabaa4735,assets\LevelDifficultyDisplayTrait\import\28\280f25b4-f1fb-4d44-9393-d09dabaa4735.a1471.json
LevelDifficultyDisplayTrait,textures/gameplay_img_label_easy,cc.Texture2D,9d4f7827-d64b-4bc1-9ec4-8a27f2963b7e,assets\LevelDifficultyDisplayTrait\import\9d\9d4f7827-d64b-4bc1-9ec4-8a27f2963b7e.7871f.json
