bundle,骨架,格式,动画名,时长秒,帧数,循环,时间线数
chapter,dragonbones/fail/IsOpenLevelOverTipsChangeTrait/bsovy_ske,DragonBones,newAnimation,0.833,25,是,8
chapter,dragonbones/fail/IsOpenLevelOverTipsChangeTrait/bsovy_ske,DragonBones,notThisTime,0.9,27,是,9
chapter,dragonbones/fail/IsOpenLevelOverTipsChangeTrait/bsovy_ske,DragonBones,oneMoreTime,0.9,27,是,9
chapter,dragonbones/fail/bsovy_ske,DragonBones,newAnimation,0.833,25,是,8
chapter,dragonbones/fail/bsovy_ske,DragonBones,newAnimation_1,0.933,28,是,18
chapter,dragonbones/fail/trait/reduceTravelSettlement/result_word_soclose_ske,DragonBones,in,0.5,15,是,7
chapter,dragonbones/gameOver/traits/30598_f_heightFeelShow/gameplay_peakVicotory_ske,DragonBones,in,5.6,168,否,831
chapter,dragonbones/repeatPreview/FangDaJing_ske,DragonBones,FangDaJing_dianji,0.5,15,否,1
chapter,dragonbones/repeatPreview/FangDaJing_ske,DragonBones,FangDaJing_idle,0.0,0,否,0
chapter,dragonbones/repeatPreview/FangDaJing_ske,DragonBones,FangDaJing_in,2.0,60,否,5
chapter,dragonbones/wellDone/XCfive_ske,DragonBones,HS_1,1.267,38,是,213
chapter,dragonbones/wellDone/XCfive_ske,DragonBones,HS_2,1.267,38,是,215
chapter,dragonbones/wellDone/XCfive_ske,DragonBones,HS_3,1.267,38,是,217
chapter,dragonbones/wellDone/XCfive_ske,DragonBones,HS_4,1.267,38,是,214
chapter,dragonbones/wellDone/XCfive_ske,DragonBones,HS_5,1.267,38,是,216
chapter,dragonbones/wellDone/XCfive_ske,DragonBones,SO_1,1.267,38,是,218
chapter,dragonbones/wellDone/XCfive_ske,DragonBones,SO_2,1.267,38,是,220
chapter,dragonbones/wellDone/XCfive_ske,DragonBones,SO_3,1.267,38,是,222
chapter,dragonbones/wellDone/XCfive_ske,DragonBones,SO_4,1.267,38,是,221
chapter,dragonbones/wellDone/XCfive_ske,DragonBones,SO_5,1.267,38,是,223
chapter,dragonbones/wellDone/jindutiao_ske,DragonBones,HS_1,2.867,86,是,198
chapter,dragonbones/win/JSBS_ske,DragonBones,101,1.033,31,是,12
chapter,dragonbones/win/JSBS_ske,DragonBones,102,1.033,31,是,12
chapter,dragonbones/win/JSBS_ske,DragonBones,103,1.033,31,是,12
chapter,dragonbones/win/JSBS_ske,DragonBones,104,1.033,31,是,12
chapter,dragonbones/win/JSBS_ske,DragonBones,105,1.033,31,是,12
chapter,dragonbones/win/JSBS_ske,DragonBones,106,1.133,34,是,12
chapter,dragonbones/win/JSBSo_ske,DragonBones,newAnimation,1.633,49,是,44
chapter,dragonbones/win/jsfs_ske,DragonBones,newAnimation,0.733,22,是,3
chapter,dragonbones/win/trait/reduceTravelSettlement/XCfive_ske,DragonBones,HS_1,1.267,38,是,199
chapter,dragonbones/win/trait/reduceTravelSettlement/XCfive_ske,DragonBones,HS_2,1.267,38,是,200
chapter,dragonbones/win/trait/reduceTravelSettlement/XCfive_ske,DragonBones,HS_3,1.767,53,是,201
chapter,dragonbones/win/trait/reduceTravelSettlement/XCfive_ske,DragonBones,HS_4,1.267,38,是,202
chapter,dragonbones/win/trait/reduceTravelSettlement/XCfive_ske,DragonBones,HS_5,1.267,38,是,203
chapter,dragonbones/win/trait/reduceTravelSettlement/jindutiao_ske,DragonBones,HS_1,2.867,86,是,199
chapter,textures/gameover/trait/gateWinStreakState/newrecord_conseecutiveVictories_ske,DragonBones,in,0.767,23,是,7
chapter,textures/gameover/trait/hardLevelDefeat/effect/result_icon_cup_ske,DragonBones,in,2.5,75,是,406
class,dragonbones/board/traits/ClearInitPanelEffectTrait/gameplay_patternFinished_eff_ske,DragonBones,gameplay_patternFinished_eff,0.667,20,是,12
class,dragonbones/board/traits/ClearInitPanelEffectTrait/gameplay_patternFinished_ske,DragonBones,gameplay_patternFinished_ani,2.067,62,是,6
class,dragonbones/board/traits/IsOpenSorceBlockTrait/gameplay_scoreBlock_ske,DragonBones,efx_1_1,0.667,20,否,40
class,dragonbones/board/traits/IsOpenSorceBlockTrait/gameplay_scoreBlock_ske,DragonBones,efx_1_2,0.667,20,否,40
class,dragonbones/board/traits/IsOpenSorceBlockTrait/gameplay_scoreBlock_ske,DragonBones,efx_2_1,0.7,21,否,42
class,dragonbones/board/traits/IsOpenSorceBlockTrait/gameplay_scoreBlock_ske,DragonBones,efx_2_2,0.7,21,否,43
class,dragonbones/board/traits/IsOpenSorceBlockTrait/gameplay_scoreBlock_ske,DragonBones,efx_3_1,0.867,26,否,62
class,dragonbones/board/traits/IsOpenSorceBlockTrait/gameplay_scoreBlock_ske,DragonBones,efx_3_2,0.867,26,否,64
class,dragonbones/board/traits/IsOpenSorceBlockTrait/gameplay_scoreBlock_ske,DragonBones,init,0.0,0,否,31
class,dragonbones/board/traits/IsOpenSorceBlockTrait/gameplay_scoreBlock_ske,DragonBones,reply,0.433,13,否,33
class,dragonbones/combo/QBlockCombo/gameplay_combo_in_ske,DragonBones,in_par,1.533,46,否,253
class,dragonbones/combo/comb_ske-lite,DragonBones,newAnimation,0.875,21,是,14
class,dragonbones/combo/trait/comboEffectCtrl/gameplay_dragonbone_combo_grade_ske,DragonBones,efx_2,0.7,21,是,20
class,dragonbones/combo/trait/comboEffectCtrl/gameplay_dragonbone_combo_grade_ske,DragonBones,efx_3,0.7,21,是,21
class,dragonbones/combo/trait/comboEffectCtrl/gameplay_dragonbone_combo_grade_ske,DragonBones,efx_4,0.7,21,是,22
class,dragonbones/combo/trait/comboEffectCtrl/gameplay_dragonbone_combo_grade_ske,DragonBones,efx_5,0.7,21,是,23
class,dragonbones/combo/trait/optimizeResourcesEffect/gameplay_dragonbone_combo_grade_ske,DragonBones,efx_2,0.7,21,是,20
class,dragonbones/combo/trait/optimizeResourcesEffect/gameplay_dragonbone_combo_grade_ske,DragonBones,efx_3,0.7,21,是,21
class,dragonbones/combo/trait/optimizeResourcesEffect/gameplay_dragonbone_combo_grade_ske,DragonBones,efx_4,0.7,21,是,22
class,dragonbones/combo/trait/optimizeResourcesEffect/gameplay_dragonbone_combo_grade_ske,DragonBones,efx_5,0.7,21,是,23
class,dragonbones/gameOver/traits/ComboReachTargetTrait/NewProject_ske,DragonBones,newAnimation,2.708,65,是,176
class,dragonbones/gameOver/traits/ComboReachTargetTrait/NewProject_ske,DragonBones,newAnimation_1,2.708,65,是,163
class,dragonbones/gameOver/traits/ComboReachTargetTrait/NewProject_ske,DragonBones,newAnimation_2,2.708,65,是,158
class,dragonbones/gameOver/traits/ComboReachTargetTrait/king_ske,DragonBones,kinga_light,3.333,80,是,2
class,dragonbones/guide/prompt_ske,DragonBones,newAnimation,0.833,20,是,9
class,dragonbones/topInfo/comnb_ske,DragonBones,newAnimation,1.2,24,是,4
class,dragonbones/topInfo/comnb_ske,DragonBones,newAnimation_1,0.5,10,是,4
class,dragonbones/topInfo/comnb_ske,DragonBones,newAnimation_2,0.75,15,是,6
class,dragonbones/topInfo/comnb_ske-lite,DragonBones,newAnimation,1.2,24,是,4
class,dragonbones/topInfo/comnb_ske-lite,DragonBones,newAnimation_1,0.5,10,是,4
class,dragonbones/topInfo/comnb_ske-lite,DragonBones,newAnimation_2,0.75,15,是,6
class,dragonbones/topInfo/traits/BComboReplaceHeartEffectTrait/gameplay_comboTips_color_ske,DragonBones,newAnimation,1.2,24,是,7
class,dragonbones/topInfo/traits/BComboReplaceHeartEffectTrait/gameplay_comboTips_color_ske,DragonBones,newAnimation_1,0.5,10,是,7
class,dragonbones/topInfo/traits/BComboReplaceHeartEffectTrait/gameplay_comboTips_color_ske,DragonBones,newAnimation_2,0.75,15,是,7
class,dragonbones/topInfo/traits/Combo_tips_lv_blockTrait/gameplay_combo_tips_ske,DragonBones,blue_in,1.0,30,是,27
class,dragonbones/topInfo/traits/Combo_tips_lv_blockTrait/gameplay_combo_tips_ske,DragonBones,blue_init,0.6,18,是,19
class,dragonbones/topInfo/traits/Combo_tips_lv_blockTrait/gameplay_combo_tips_ske,DragonBones,blue_out,0.3,9,是,18
class,dragonbones/topInfo/traits/Combo_tips_lv_blockTrait/gameplay_combo_tips_ske,DragonBones,cyan_in,1.0,30,是,33
class,dragonbones/topInfo/traits/Combo_tips_lv_blockTrait/gameplay_combo_tips_ske,DragonBones,cyan_init,0.6,18,是,21
class,dragonbones/topInfo/traits/Combo_tips_lv_blockTrait/gameplay_combo_tips_ske,DragonBones,cyan_out,0.3,9,是,20
class,dragonbones/topInfo/traits/Combo_tips_lv_blockTrait/gameplay_combo_tips_ske,DragonBones,yellow_in,1.0,30,是,32
class,dragonbones/topInfo/traits/Combo_tips_lv_blockTrait/gameplay_combo_tips_ske,DragonBones,yellow_init,1.2,36,是,30
class,dragonbones/topInfo/traits/Combo_tips_lv_blockTrait/gameplay_combo_tips_ske,DragonBones,yellow_out,0.6,18,是,27
class,dragonbones/win/NewProject_ske,DragonBones,newAnimation,1.5,36,是,66
gl_fruit,assets/effects/BoardFullPanel/BoardFullPanel,Spine,idle,3.0,,,2
gl_fruit,assets/effects/GoldWatermelonPanel/GoldWatermelonPanel,Spine,idle,2.4,,,160
gl_fruit,assets/effects/HsFruitMerge_Click_fx_01_B/HsFruitMerge_Click_fx_01_B,Spine,idle,1.333,,,6
gl_fruit,assets/effects/Lose_hint_fx/lose_hint_fx,Spine,idle,1.2,,,0
gl_fruit,assets/effects/MergeNew_fx_B/MergeNew_fx_B,Spine,MergeNew_fx01_B,0.633,,,0
gl_fruit,assets/effects/MergeNew_fx_B/MergeNew_fx_B,Spine,MergeNew_fx02_B,0.633,,,0
gl_fruit,assets/effects/MergeNew_fx_B/MergeNew_fx_B,Spine,MergeNew_fx03_B,0.567,,,0
gl_fruit,assets/effects/MergeNew_fx_B/MergeNew_fx_B,Spine,MergeNew_fx04_B,0.567,,,0
gl_fruit,assets/effects/MergeNew_fx_B/MergeNew_fx_B,Spine,MergeNew_fx05_B,0.567,,,0
gl_fruit,assets/effects/MergeNew_fx_B/MergeNew_fx_B,Spine,MergeNew_fx06_B,0.6,,,0
gl_fruit,assets/effects/MergeNew_fx_B/MergeNew_fx_B,Spine,MergeNew_fx07_B,0.6,,,0
gl_fruit,assets/effects/MergeNew_fx_B/MergeNew_fx_B,Spine,MergeNew_fx08_B,0.6,,,0
gl_fruit,assets/effects/MergeNew_fx_B/MergeNew_fx_B,Spine,MergeNew_fx09_B,0.6,,,0
gl_fruit,assets/effects/MergeNew_fx_B/MergeNew_fx_B,Spine,MergeNew_fx10_B,0.633,,,1
gl_fruit,assets/effects/MergeNew_fx_B/MergeNew_fx_B,Spine,MergeNew_fx11_B,0.633,,,1
gl_fruit,assets/effects/MergeNew_fx_B/MergeNew_fx_B,Spine,MergeNew_fx12_B,0.633,,,1
gl_fruit,assets/effects/Skin3/Fruit_01/Fruit_01,Spine,0_idle,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_01/Fruit_01,Spine,1_idle,0.6,,,0
gl_fruit,assets/effects/Skin3/Fruit_01/Fruit_01,Spine,change_1_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_01/Fruit_01,Spine,change_1_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_01/Fruit_01,Spine,change_2_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_01/Fruit_01,Spine,change_2_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_01/Fruit_01,Spine,change_3_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_01/Fruit_01,Spine,change_3_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_01/Fruit_01,Spine,idle1,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_01/Fruit_01,Spine,idle2,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_01/Fruit_01,Spine,idle3,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_01/Fruit_01,Spine,idle4,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_02/Fruit_02,Spine,0_idle,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_02/Fruit_02,Spine,1_idle,0.6,,,0
gl_fruit,assets/effects/Skin3/Fruit_02/Fruit_02,Spine,change_1_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_02/Fruit_02,Spine,change_1_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_02/Fruit_02,Spine,change_2_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_02/Fruit_02,Spine,change_2_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_02/Fruit_02,Spine,change_3_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_02/Fruit_02,Spine,change_3_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_02/Fruit_02,Spine,idle1,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_02/Fruit_02,Spine,idle2,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_02/Fruit_02,Spine,idle3,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_02/Fruit_02,Spine,idle4,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_03/Fruit_03,Spine,0_idle,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_03/Fruit_03,Spine,1_idle,0.6,,,0
gl_fruit,assets/effects/Skin3/Fruit_03/Fruit_03,Spine,change_1_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_03/Fruit_03,Spine,change_1_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_03/Fruit_03,Spine,change_2_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_03/Fruit_03,Spine,change_2_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_03/Fruit_03,Spine,change_3_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_03/Fruit_03,Spine,change_3_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_03/Fruit_03,Spine,idle1,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_03/Fruit_03,Spine,idle2,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_03/Fruit_03,Spine,idle3,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_03/Fruit_03,Spine,idle4,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_04/Fruit_04,Spine,0_idle,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_04/Fruit_04,Spine,1_idle,0.6,,,0
gl_fruit,assets/effects/Skin3/Fruit_04/Fruit_04,Spine,change_1_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_04/Fruit_04,Spine,change_1_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_04/Fruit_04,Spine,change_2_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_04/Fruit_04,Spine,change_2_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_04/Fruit_04,Spine,change_3_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_04/Fruit_04,Spine,change_3_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_04/Fruit_04,Spine,idle1,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_04/Fruit_04,Spine,idle2,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_04/Fruit_04,Spine,idle3,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_04/Fruit_04,Spine,idle4,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_05/Fruit_05,Spine,0_idle,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_05/Fruit_05,Spine,1_idle,0.6,,,0
gl_fruit,assets/effects/Skin3/Fruit_05/Fruit_05,Spine,change_1_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_05/Fruit_05,Spine,change_1_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_05/Fruit_05,Spine,change_2_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_05/Fruit_05,Spine,change_2_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_05/Fruit_05,Spine,change_3_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_05/Fruit_05,Spine,change_3_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_05/Fruit_05,Spine,idle1,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_05/Fruit_05,Spine,idle2,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_05/Fruit_05,Spine,idle3,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_05/Fruit_05,Spine,idle4,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_06/Fruit_06,Spine,0_idle,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_06/Fruit_06,Spine,1_idle,0.6,,,0
gl_fruit,assets/effects/Skin3/Fruit_06/Fruit_06,Spine,change_1_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_06/Fruit_06,Spine,change_1_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_06/Fruit_06,Spine,change_2_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_06/Fruit_06,Spine,change_2_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_06/Fruit_06,Spine,change_3_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_06/Fruit_06,Spine,change_3_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_06/Fruit_06,Spine,idle1,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_06/Fruit_06,Spine,idle2,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_06/Fruit_06,Spine,idle3,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_06/Fruit_06,Spine,idle4,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_07/Fruit_07,Spine,0_idle,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_07/Fruit_07,Spine,1_idle,0.6,,,0
gl_fruit,assets/effects/Skin3/Fruit_07/Fruit_07,Spine,change_1_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_07/Fruit_07,Spine,change_1_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_07/Fruit_07,Spine,change_2_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_07/Fruit_07,Spine,change_2_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_07/Fruit_07,Spine,change_3_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_07/Fruit_07,Spine,change_3_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_07/Fruit_07,Spine,idle1,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_07/Fruit_07,Spine,idle2,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_07/Fruit_07,Spine,idle3,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_07/Fruit_07,Spine,idle4,4.0,,,2
gl_fruit,assets/effects/Skin3/Fruit_08/Fruit_08,Spine,0_idle,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_08/Fruit_08,Spine,1_idle,0.6,,,0
gl_fruit,assets/effects/Skin3/Fruit_08/Fruit_08,Spine,change_1_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_08/Fruit_08,Spine,change_1_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_08/Fruit_08,Spine,change_2_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_08/Fruit_08,Spine,change_2_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_08/Fruit_08,Spine,change_3_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_08/Fruit_08,Spine,change_3_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_08/Fruit_08,Spine,idle1,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_08/Fruit_08,Spine,idle2,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_08/Fruit_08,Spine,idle3,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_08/Fruit_08,Spine,idle4,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_09/Fruit_09,Spine,0_idle,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_09/Fruit_09,Spine,1_idle,0.6,,,0
gl_fruit,assets/effects/Skin3/Fruit_09/Fruit_09,Spine,change_1_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_09/Fruit_09,Spine,change_1_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_09/Fruit_09,Spine,change_2_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_09/Fruit_09,Spine,change_2_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_09/Fruit_09,Spine,change_3_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_09/Fruit_09,Spine,change_3_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_09/Fruit_09,Spine,idle1,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_09/Fruit_09,Spine,idle2,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_09/Fruit_09,Spine,idle3,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_09/Fruit_09,Spine,idle4,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_10/Fruit_10,Spine,0_idle,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_10/Fruit_10,Spine,1_idle,0.6,,,0
gl_fruit,assets/effects/Skin3/Fruit_10/Fruit_10,Spine,change_1_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_10/Fruit_10,Spine,change_1_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_10/Fruit_10,Spine,change_2_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_10/Fruit_10,Spine,change_2_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_10/Fruit_10,Spine,change_3_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_10/Fruit_10,Spine,change_3_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_10/Fruit_10,Spine,idle1,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_10/Fruit_10,Spine,idle2,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_10/Fruit_10,Spine,idle3,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_10/Fruit_10,Spine,idle4,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_11/Fruit_11,Spine,0_idle,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_11/Fruit_11,Spine,1_idle,0.6,,,0
gl_fruit,assets/effects/Skin3/Fruit_11/Fruit_11,Spine,change_1_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_11/Fruit_11,Spine,change_1_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_11/Fruit_11,Spine,change_2_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_11/Fruit_11,Spine,change_2_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_11/Fruit_11,Spine,change_3_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_11/Fruit_11,Spine,change_3_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_11/Fruit_11,Spine,idle1,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_11/Fruit_11,Spine,idle2,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_11/Fruit_11,Spine,idle3,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_11/Fruit_11,Spine,idle4,4.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_12/Fruit_12,Spine,0_idle,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_12/Fruit_12,Spine,1_idle,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_12/Fruit_12,Spine,change_1_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_12/Fruit_12,Spine,change_1_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_12/Fruit_12,Spine,change_2_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_12/Fruit_12,Spine,change_2_3,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_12/Fruit_12,Spine,change_3_1,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_12/Fruit_12,Spine,change_3_2,0.0,,,0
gl_fruit,assets/effects/Skin3/Fruit_12/Fruit_12,Spine,idle1,4.0,,,6
gl_fruit,assets/effects/Skin3/Fruit_12/Fruit_12,Spine,idle2,4.0,,,6
gl_fruit,assets/effects/Skin3/Fruit_12/Fruit_12,Spine,idle3,4.0,,,6
gl_fruit,assets/effects/Skin3/Fruit_12/Fruit_12,Spine,idle4,4.0,,,6
gl_fruit,assets/effects/WatermelonPanel/WatermelonPanel,Spine,idle,4.2,,,161
gl_fruit,assets/effects/combo/watermelon_gamplay_combo,Spine,blue_in,1.2,,,3
gl_fruit,assets/effects/combo/watermelon_gamplay_combo,Spine,cyan_in,1.2,,,3
gl_fruit,assets/effects/combo/watermelon_gamplay_combo,Spine,green_in,1.2,,,3
gl_fruit,assets/effects/combo/watermelon_gamplay_combo,Spine,pink_in,1.2,,,3
gl_fruit,assets/effects/combo/watermelon_gamplay_combo,Spine,purple_in,1.2,,,3
gl_fruit,assets/effects/dianzan/dianzan,Spine,combo,1.2,,,1
gl_fruit,assets/effects/dianzan/dianzan,Spine,dianzhan,1.0,,,0
gl_fruit,assets/effects/juzhongdianzan/juzhongdianzan,Spine,idle,2.0,,,23
gl_fruit,assets/effects/miaozhun/miaozhun,Spine,guang1,4.0,,,0
gl_fruit,assets/effects/miaozhun/miaozhun,Spine,guang2,4.0,,,0
gl_fruit,assets/effects/miaozhun/miaozhun,Spine,lizi,6.667,,,0
gl_fruit,assets/effects/miaozhun/miaozhun,Spine,zhunxing,4.0,,,0
gl_fruit,assets/effects/samefruit/hcdxg_Prompteff,Spine,idle_1,1.333,,,0
gl_fruit,assets/effects/samefruit/hcdxg_Prompteff,Spine,idle_2,1.333,,,0
gl_fruit,assets/effects/samefruit/hcdxg_Prompteff,Spine,idle_3,1.333,,,0
gl_fruit,assets/effects/samefruit/hcdxg_Prompteff,Spine,idle_4,1.333,,,0
gl_fruit,assets/effects/shouzhi/shouzhi,Spine,animation,1.033,,,3
gl_fruit,assets/effects/shouzhi/shouzhi,Spine,animation2,1.167,,,1
gl_fruit,assets/effects/shouzhi/shouzhi,Spine,animation3,1.333,,,0
gl_fruit,assets/effects/shouzhi/shouzhi,Spine,animation4,0.667,,,0
gl_fruit,assets/effects/shouzhi/shouzhi,Spine,animation5,1.867,,,0
gl_fruit,assets/effects/shouzhi/shouzhi,Spine,animation6,1.867,,,0
gl_fruit,assets/effects/yld/hcdxg_gameplat_yld,Spine,init_1,1.3,,,0
gl_fruit,assets/effects/yld/hcdxg_gameplat_yld,Spine,init_2,1.967,,,1
gl_fruit,assets/effects/yld/hcdxg_gameplat_yld,Spine,init_3,1.967,,,0
gl_fruit,assets/effects/yld/hcdxg_gameplat_yld,Spine,init_4,1.967,,,0
gl_fruit,assets/effects/yld/hcdxg_gameplat_yld,Spine,init_5,1.967,,,1
gl_hall,gl_result/resource/spine/lihua,Spine,idle,3.567,,,64
gl_hall,gl_result/resource/spine/pingju,Spine,in,1.0,,,6
gl_hall,gl_result/resource/spine/pingju,Spine,out,0.6,,,0
gl_hall,gl_result/resource/spine/shibaijiemian,Spine,lost,1.467,,,2
gl_hall,gl_result/resource/spine/shibaijiemian,Spine,win,1.633,,,89
gl_hall,gl_result/resource/spine/xiaoguo,Spine,animation,3.1,,,31
