_key,ID,UnitID,Weight,ScoreBeg,ScoreEnd,CubeNumBeg,CubeNumEnd,ProgressBeg,ProgressEnd,CubeIDWeight
110,110,32,100,0,30000,5501,-1,0,-1,"1,10|3,10|5,10|6,10|15,10|27,10|28,10|8,7|9,7|10,7|14,7|17,7|18,7|26,7|30,7|33,7|34,7|11,7|12,7|21,7|35,3|13,2|4001,1|4002,1|4003,2|4004,2|4005,1|4006,1|4007,1|4008,2|4009,1|4010,1|4011,2|4012,1|4013,2|4014,2|4015,1|4016,1|4017,1|4018,1|4019,1|4020,1|4021,1"
111,111,32,100,30000,60000,5501,-1,0,-1,"1,10|3,10|37,10|38,10|5,10|6,10|15,10|27,10|28,10|39,10|40,10|41,10|8,7|9,7|10,7|14,7|16,7|17,7|18,7|19,7|20,7|25,7|26,7|29,7|30,7|31,7|32,7|33,7|34,7|42,7|11,7|12,7|21,7|23,7|24,7|35,7|36,7|13,2|4001,1|4002,1|4003,2|4004,2|4005,1|4006,1|4007,1|4008,2|4009,1|4010,1|4011,2|4012,1|4013,2|4014,2|4015,1|4016,1|4017,1|4018,1|4019,1|4020,1|4021,1"
112,112,32,100,60000,-1,5501,-1,0,-1,"1,10|3,10|37,10|38,10|5,10|6,10|15,10|27,10|28,10|39,10|40,10|41,10|8,7|9,7|10,7|14,7|16,7|17,7|18,7|19,7|20,7|25,7|26,7|29,7|30,7|31,7|32,7|33,7|34,7|42,7|11,7|12,7|21,7|23,7|24,7|35,2|36,7|13,7|4001,1|4002,1|4003,2|4004,2|4005,1|4006,1|4007,1|4008,2|4009,1|4010,1|4011,2|4012,1|4013,2|4014,2|4015,1|4016,1|4017,1|4018,1|4019,1|4020,1|4021,1"
113,113,33,100,0,-1,0,-1,0,-1,"1,75|2,100|3,100|4,88|5,88|6,88|8,37|9,37|10,37|11,119|12,119|13,75|14,37|15,88|16,37|17,37|18,37|19,37|20,37|21,119|23,119|24,119|25,37|26,37|27,88|28,88|29,37|30,37|31,37|32,37|33,37|34,37|35,75|36,75|37,100|38,100|39,88|40,88|42,37|4001,7|4002,7|4003,20|4004,20|4005,17|4006,7|4007,17|4008,20|4009,7|4010,7|4011,20|4012,17|4013,37|4014,37|4015,7|4016,7|4017,7|4018,7|4019,7|4020,7|4021,17"
114,114,34,100,0,-1,0,5500,0,-1,"1,10|3,10|4,10|5,10|6,10|8,10|9,10|10,10|11,10|12,10|13,10|14,10|15,10|16,10|17,10|18,10|19,10|20,10|21,10|23,10|24,10|25,10|26,10|27,10|28,10|29,10|30,10|31,10|32,10|33,10|34,10|35,5|36,5|37,10|38,10|39,10|40,10|42,10|4001,2|4002,2|4003,2|4004,2|4005,2|4006,2|4007,2|4008,2|4009,2|4010,2|4011,2|4012,2|4013,5|4014,5|4015,2|4016,2|4017,2|4018,2|4019,2|4020,2|4021,2"
115,115,34,100,0,-1,5501,-1,0,-1,"1,10|3,10|4,10|5,10|6,10|8,7|9,7|10,7|11,7|12,7|13,2|14,7|15,10|16,7|17,7|18,7|19,7|20,7|21,7|23,7|24,7|25,7|26,7|27,10|28,10|29,7|30,7|31,7|32,7|33,7|34,7|35,4|36,4|37,10|38,10|39,10|40,10|42,7|4001,1|4002,1|4003,2|4004,2|4005,1|4006,1|4007,1|4008,2|4009,1|4010,1|4011,2|4012,1|4013,4|4014,4|4015,1|4016,1|4017,1|4018,1|4019,1|4020,1|4021,1"
116,116,35,100,0,-1,0,-1,0,-1,"1,75|2,100|3,100|4,88|5,88|6,88|8,37|9,37|10,37|11,119|12,119|13,75|14,37|15,88|16,37|17,37|18,37|19,37|20,37|21,119|23,119|24,119|25,37|26,37|27,88|28,88|29,37|30,37|31,37|32,37|33,37|34,37|35,75|36,75|37,100|38,100|39,88|40,88|42,37"
117,117,35,10,0,-1,0,-1,0,-1,"4001,1|4002,1|4003,1|4004,1|4005,1|4006,1|4007,1|4008,1|4009,1|4010,1|4011,1|4012,1|4013,1|4014,1|4015,1|4016,1|4017,1|4018,1|4019,1|4020,1|4021,1"
118,118,36,100,0,30000,0,-1,0,-1,"8,10|9,10|10,10|14,10|17,10|18,10|26,10|30,10|33,10|34,10|11,10|12,10|21,10|35,10|13,10"
119,119,36,100,30000,-1,0,-1,0,-1,"1,75|2,100|3,100|4,88|5,88|6,88|8,37|9,37|10,37|11,119|12,119|13,75|14,37|15,88|16,37|17,37|18,37|19,37|20,37|21,119|23,119|24,119|25,37|26,37|27,88|28,88|29,37|30,37|31,37|32,37|33,37|34,37|35,75|36,75|37,100|38,100|39,88|40,88|42,37"
120,120,37,100,0,-1,0,5000,0,-1,"1,75|2,100|3,100|4,88|5,88|6,88|8,37|9,37|10,37|11,119|12,119|13,75|14,37|15,88|16,37|17,37|18,37|19,37|20,37|21,119|23,119|24,119|25,37|26,37|27,88|28,88|29,37|30,37|31,37|32,37|33,37|34,37|35,75|36,75|37,100|38,100|39,88|40,88|42,37"
121,121,37,100,0,-1,5001,-1,0,-1,"1,75|2,100|3,100|4,88|5,88|6,88|8,37|9,37|10,37|11,25|12,25|13,75|14,37|15,88|16,37|17,37|18,37|19,37|20,37|21,25|23,25|24,25|25,37|26,37|27,88|28,88|29,37|30,37|31,37|32,37|33,37|34,37|35,30|36,30|37,100|38,100|39,88|40,88|42,37"
122,122,38,100,0,-1,0,-1,0,-1,"11,10|12,10|17,10|21,10|23,10|24,10|8,10|9,10|10,10|14,10|18,10|26,10|30,10|33,10|34,10"
123,123,39,100,0,-1,0,-1,0,-1,"11,10|12,10|17,10|21,10|23,10|24,10|35,10|36,10|8,10|9,10|10,10|14,10|18,10|26,10|30,10|33,10|34,10"
