_key,cubeID,data,tc,WetFix,ts
1022,1022,"0;21;1;0,1;3;1;0,0;1;1;0|0;20;1;0,1;5;1;0|0;19;1;0,1;6;1;0|0;18;1;0,1;7;1;0|0;17;1;0,1;8;1;0|0;16;1;0,1;9;1;0|0;15;1;0,1;9;1;0,0;1;1;0|0;14;1;0,1;6;1;0,0;1;1;0,1;2;1;0,0;2;1;0|0;13;1;0,1;6;1;0,0;2;1;0,1;2;1;0,0;2;1;0|0;12;1;0,1;6;1;0,0;3;1;0,1;2;1;0,0;2;1;0|0;2;1;0,1;3;1;0,0;6;1;0,1;6;1;0,0;4;1;0,1;2;1;0,0;2;1;0|0;1;1;0,1;15;1;0,0;5;1;0,1;2;1;0,0;2;1;0|1;15;1;0,0;6;1;0,1;2;1;0,0;2;1;0|1;14;1;0,0;7;1;0,1;2;1;0,0;2;1;0|0;1;1;0,1;12;1;0,0;8;1;0,1;2;1;0,0;2;1;0|0;2;1;0,1;10;1;0,0;9;1;0,1;2;1;0,0;2;1;0",1,1,2
1023,1023,"0;18;1;0,1;1;1;0,0;3;1;0|0;17;1;0,1;3;1;0,0;2;1;0|0;16;1;0,1;5;1;0,0;1;1;0|0;15;1;0,1;7;1;0|0;14;1;0,1;7;1;0,0;1;1;0|0;3;1;0,1;1;1;0,0;9;1;0,1;7;1;0,0;2;1;0|0;2;1;0,1;3;1;0,0;7;1;0,1;7;1;0,0;3;1;0|0;1;1;0,1;5;1;0,0;5;1;0,1;7;1;0,0;4;1;0|1;7;1;0,0;3;1;0,1;7;1;0,0;5;1;0|0;1;1;0,1;7;1;0,0;1;1;0,1;7;1;0,0;6;1;0|0;2;1;0,1;13;1;0,0;7;1;0|0;3;1;0,1;11;1;0,0;8;1;0|0;4;1;0,1;9;1;0,0;9;1;0|0;5;1;0,1;7;1;0,0;10;1;0|0;6;1;0,1;5;1;0,0;11;1;0|0;7;1;0,1;3;1;0,0;12;1;0",1,1,2
1024,1024,"0;15;1;0,1;4;1;0,0;10;1;0|0;14;1;0,1;7;1;0,0;8;1;0|0;14;1;0,1;8;1;0,0;7;1;0|0;13;1;0,1;10;1;0,0;6;1;0|0;12;1;0,1;4;1;0,1;3;1;3,1;5;1;0,0;5;1;0|0;12;1;0,1;7;1;0,0;2;1;0,1;3;1;0,0;5;1;0|0;11;1;0,1;8;1;0,0;10;1;0|0;11;1;0,1;8;1;0,0;10;1;0|0;10;1;0,1;8;1;0,1;1;1;3,0;10;1;0|0;9;1;0,1;6;1;0,1;3;1;3,1;2;1;0,0;9;1;0|0;9;1;0,1;11;1;0,0;9;1;0|0;8;1;0,1;13;1;0,0;8;1;0|0;3;1;0,1;23;1;0,0;3;1;0|0;1;1;0,1;4;1;0,1;1;1;3,1;14;1;0,1;2;1;3,1;6;1;0,0;1;1;0|1;6;1;0,1;4;1;3,1;7;1;0,1;4;1;3,1;8;1;0|0;1;1;0,1;9;1;0,1;8;1;3,1;10;1;0,0;1;1;0|0;2;1;0,1;25;1;0,0;2;1;0|0;5;1;0,1;19;1;0,0;5;1;0",1,1,2
1025,1025,"0;1;1;0,1;4;1;0,0;4;1;0,1;4;1;0,0;1;1;0|0;1;1;0,1;4;1;0,0;4;1;0,1;4;1;0,0;1;1;0|0;1;1;0,1;4;1;0,0;4;1;0,1;4;1;0,0;1;1;0|0;3;1;0,1;8;1;0,0;3;1;0|0;3;1;0,1;8;1;0,0;3;1;0|0;4;1;0,1;6;1;0,0;4;1;0|0;4;1;0,1;6;1;3,0;4;1;0|0;3;1;0,1;3;1;0,1;2;1;2,1;3;1;0,0;3;1;0|0;2;1;0,1;3;1;0,1;1;1;2,1;2;1;0,1;1;1;2,1;3;1;0,0;2;1;0|0;1;1;0,1;3;1;0,1;1;1;2,1;4;1;0,1;1;1;2,1;3;1;0,0;1;1;0|1;14;1;0|1;14;1;0|1;14;1;0|1;14;1;0",1,1,2
1026,1026,"0;8;1;0,1;9;1;2|0;8;1;0,1;1;1;2,1;7;1;0,1;1;1;2|0;8;1;0,1;1;1;2,1;7;1;0,1;1;1;2|0;8;1;0,1;9;1;2|0;9;1;0,1;7;1;0,0;1;1;0|0;9;1;0,1;7;1;0,0;1;1;0|0;9;1;0,1;7;1;0,0;1;1;0|0;2;1;0,1;14;1;0,0;1;1;0|0;1;1;0,1;15;1;0,0;1;1;0|1;16;1;0,0;1;1;0|1;16;1;0,0;1;1;0|1;16;1;0,0;1;1;0|0;1;1;0,1;14;1;0,0;2;1;0|0;2;1;0,1;12;1;0,0;3;1;0",1,1,2
1027,1027,"0;9;1;0,1;1;1;0,0;9;1;0|0;8;1;0,1;3;1;0,0;8;1;0|0;7;1;0,1;5;1;0,0;7;1;0|0;5;1;0,1;9;1;0,0;5;1;0|0;8;1;0,1;3;1;0,0;8;1;0|0;6;1;0,1;7;1;0,0;6;1;0|0;5;1;0,1;9;1;0,0;5;1;0|0;3;1;0,1;13;1;0,0;3;1;0|0;7;1;0,1;5;1;0,0;7;1;0|0;5;1;0,1;9;1;0,0;5;1;0|0;2;1;0,1;15;1;0,0;2;1;0|1;19;1;0|0;8;1;0,1;3;1;0,0;8;1;0|0;8;1;0,1;3;1;0,0;8;1;0|0;8;1;0,1;3;1;0,0;8;1;0|0;8;1;0,1;3;1;0,0;8;1;0|0;8;1;0,1;3;1;0,0;8;1;0",1,1,2
1028,1028,"0;3;1;0,1;2;1;0,0;8;1;0,1;2;1;0,0;3;1;0|0;2;1;0,1;3;1;0,0;8;1;0,1;3;1;0,0;2;1;0|0;1;1;0,1;4;1;0,0;8;1;0,1;4;1;0,0;1;1;0|1;5;1;0,0;8;1;0,1;5;1;0|1;18;1;0|1;18;1;0|1;18;1;0|1;5;1;0,0;8;1;0,1;5;1;0|0;1;1;0,1;4;1;0,0;8;1;0,1;4;1;0,0;1;1;0|0;2;1;0,1;3;1;0,0;8;1;0,1;3;1;0,0;2;1;0|0;3;1;0,1;2;1;0,0;8;1;0,1;2;1;0,0;3;1;0",1,1,2
1029,1029,"0;9;1;0,1;3;1;3,0;10;1;0|0;8;1;0,1;2;1;3,1;1;1;0,1;2;1;3,0;9;1;0|0;8;1;0,1;1;1;3,1;3;1;0,1;1;1;3,0;9;1;0|0;8;1;0,1;1;1;3,1;3;1;0,1;1;1;3,0;9;1;0|0;8;1;0,1;1;1;3,1;3;1;0,1;1;1;3,0;9;1;0|0;7;1;0,1;1;1;3,1;4;1;0,1;1;1;3,0;9;1;0|0;6;1;0,1;1;1;3,1;5;1;0,1;1;1;3,0;9;1;0|1;6;1;3,1;6;1;0,1;9;1;3,0;1;1;0|1;1;1;3,1;4;1;0,1;1;1;3,1;15;1;0,1;1;1;3|1;1;1;3,1;4;1;0,1;1;1;3,1;15;1;0,1;1;1;3|1;1;1;3,1;4;1;0,1;1;1;3,1;9;1;0,1;7;1;3|1;1;1;3,1;4;1;0,1;1;1;3,1;15;1;0,1;1;1;3|1;1;1;3,1;4;1;0,1;1;1;3,1;15;1;0,1;1;1;3|1;1;1;3,1;14;1;0,1;6;1;3,0;1;1;0|1;1;1;3,1;19;1;0,1;1;1;3,0;1;1;0|1;1;1;3,1;19;1;0,1;1;1;3,0;1;1;0|1;1;1;3,1;4;1;0,1;1;1;3,1;10;1;0,1;4;1;3,0;2;1;0|1;7;1;3,1;12;1;0,1;1;1;3,0;2;1;0|0;6;1;0,1;13;1;3,0;3;1;0",1,1,2
1030,1030,"0;4;1;0,1;16;1;0|0;4;1;0,1;16;1;0|0;4;1;0,1;16;1;0|0;4;1;0,1;3;1;0,0;10;1;0,1;3;1;0|0;4;1;0,1;3;1;0,0;10;1;0,1;3;1;0|0;4;1;0,1;3;1;0,0;10;1;0,1;3;1;0|0;4;1;0,1;16;1;0|0;4;1;0,1;16;1;0|0;4;1;0,1;16;1;0|0;4;1;0,1;3;1;0,0;10;1;0,1;3;1;0|0;4;1;0,1;3;1;0,0;10;1;0,1;3;1;0|0;4;1;0,1;3;1;0,0;10;1;0,1;3;1;0|0;1;1;0,1;6;1;0,0;7;1;0,1;6;1;0|1;7;1;0,0;6;1;0,1;7;1;0|1;6;1;0,0;7;1;0,1;6;1;0,0;1;1;0|0;1;1;0,1;4;1;0,0;9;1;0,1;4;1;0,0;2;1;0",1,1,2
1031,1031,"0;5;1;0,1;6;1;0,0;16;1;0|0;4;1;0,1;8;1;0,0;15;1;0|0;3;1;0,1;4;1;0,1;2;1;3,1;4;1;0,0;14;1;0|0;1;1;0,1;6;1;0,1;2;1;3,1;4;1;0,0;14;1;0|1;13;1;0,0;14;1;0|0;4;1;0,1;8;1;0,0;12;1;0,1;3;1;0|0;5;1;0,1;6;1;0,0;10;1;0,1;5;1;0,0;1;1;0|0;5;1;0,1;21;1;0,0;1;1;0|0;4;1;0,1;21;1;0,0;2;1;0|0;3;1;0,1;15;1;0,1;1;1;3,1;6;1;0,0;2;1;0|0;2;1;0,1;17;1;0,1;1;1;3,1;4;1;0,0;3;1;0|0;2;1;0,1;17;1;0,1;1;1;3,1;4;1;0,0;3;1;0|0;2;1;0,1;16;1;0,1;1;1;3,1;4;1;0,0;4;1;0|0;2;1;0,1;9;1;0,1;7;1;3,1;4;1;0,0;5;1;0|0;2;1;0,1;20;1;0,0;5;1;0|0;3;1;0,1;18;1;0,0;6;1;0|0;4;1;0,1;16;1;0,0;7;1;0|0;6;1;0,1;12;1;0,0;9;1;0",1,1,2
1032,1032,"0;7;1;0,1;4;1;0,0;7;1;0|0;6;1;0,1;4;1;0,1;1;1;2,1;1;1;0,0;6;1;0|0;6;1;0,1;4;1;0,1;1;1;2,1;1;1;0,0;3;1;0,1;2;1;0,0;1;1;0|0;6;1;0,1;4;1;0,1;1;1;2,1;1;1;0,0;2;1;0,1;4;1;0|0;6;1;0,1;1;1;0,1;1;1;2,1;4;1;0,0;2;1;0,1;4;1;0|0;1;1;0,1;2;1;0,0;3;1;0,1;1;1;0,1;1;1;2,1;4;1;0,0;2;1;0,1;2;1;0,1;1;1;2,1;1;1;0|1;4;1;0,0;2;1;0,1;6;1;0,0;1;1;0,1;3;1;0,1;1;1;2,1;1;1;0|1;4;1;0,0;2;1;0,1;10;1;0,1;1;1;2,1;1;1;0|1;2;1;0,1;1;1;2,1;1;1;0,0;2;1;0,1;8;1;0,1;1;1;2,1;3;1;0|1;2;1;0,1;1;1;2,1;1;1;0,0;2;1;0,1;8;1;0,1;1;1;2,1;2;1;0,0;1;1;0|1;2;1;0,1;1;1;2,1;1;1;0,0;2;1;0,1;3;1;0,1;1;1;2,1;6;1;0,0;2;1;0|1;9;1;0,1;1;1;2,1;5;1;0,0;3;1;0|1;9;1;0,1;1;1;2,1;2;1;0,0;6;1;0|0;1;1;0,1;4;1;0,1;1;1;2,1;6;1;0,0;6;1;0|0;2;1;0,1;3;1;0,1;1;1;2,1;6;1;0,0;6;1;0|0;6;1;0,1;6;1;0,0;6;1;0|0;6;1;0,1;4;1;0,1;1;1;2,1;1;1;0,0;6;1;0|0;6;1;0,1;4;1;0,1;1;1;2,1;1;1;0,0;6;1;0|0;6;1;0,1;4;1;0,1;1;1;2,1;1;1;0,0;6;1;0|0;6;1;0,1;6;1;0,0;6;1;0|0;6;1;0,1;6;1;0,0;6;1;0",1,1,2
1033,1033,"0;2;1;0,1;1;1;0,0;1;1;0,1;1;1;0,0;20;1;0,1;1;1;0,0;1;1;0,1;1;1;0,0;2;1;0|0;1;1;0,1;2;1;0,0;1;1;0,1;2;1;0,0;18;1;0,1;2;1;0,0;1;1;0,1;2;1;0,0;1;1;0|0;1;1;0,1;2;1;0,0;1;1;0,1;2;1;0,0;5;1;0,1;2;1;3,0;4;1;0,1;2;1;3,0;5;1;0,1;2;1;0,0;1;1;0,1;2;1;0,0;1;1;0|0;1;1;0,1;5;1;0,0;5;1;0,1;2;1;3,0;4;1;0,1;2;1;3,0;5;1;0,1;5;1;0,0;1;1;0|0;2;1;0,1;4;1;0,0;6;1;0,1;1;1;0,0;4;1;0,1;1;1;0,0;6;1;0,1;4;1;0,0;2;1;0|0;3;1;0,1;4;1;0,0;5;1;0,1;1;1;0,0;4;1;0,1;1;1;0,0;5;1;0,1;4;1;0,0;3;1;0|0;5;1;0,1;3;1;0,0;1;1;0,1;12;1;0,0;1;1;0,1;3;1;0,0;5;1;0|0;7;1;0,1;16;1;0,0;7;1;0|0;4;1;0,1;22;1;0,0;4;1;0|0;2;1;0,1;26;1;0,0;2;1;0|1;4;1;0,0;3;1;0,1;16;1;0,0;3;1;0,1;4;1;0|1;1;1;0,0;4;1;0,1;20;1;0,0;4;1;0,1;1;1;0|0;4;1;0,1;22;1;0,0;4;1;0|0;2;1;0,1;3;1;0,0;2;1;0,1;16;1;0,0;2;1;0,1;3;1;0,0;2;1;0|0;1;1;0,1;2;1;0,0;3;1;0,1;18;1;0,0;3;1;0,1;2;1;0,0;1;1;0|0;1;1;0,1;1;1;0,0;3;1;0,1;20;1;0,0;3;1;0,1;1;1;0,0;1;1;0|0;3;1;0,1;3;1;0,0;3;1;0,1;12;1;0,0;3;1;0,1;3;1;0,0;3;1;0|0;3;1;0,1;1;1;0,0;22;1;0,1;1;1;0,0;3;1;0",1,1,2
1034,1034,"1;14;1;0|1;14;1;0|1;14;1;0|1;14;1;0|1;14;1;0|1;14;1;0|0;1;1;0,1;12;1;0,0;1;1;0|0;1;1;0,1;12;1;0,0;1;1;0|0;2;1;0,1;10;1;0,0;2;1;0|0;4;1;0,1;6;1;0,0;4;1;0|0;5;1;0,1;4;1;0,0;5;1;0|0;6;1;0,1;2;1;0,0;6;1;0|0;6;1;0,1;2;1;0,0;6;1;0|0;6;1;0,1;2;1;0,0;6;1;0|0;6;1;0,1;2;1;0,0;6;1;0|0;6;1;0,1;2;1;0,0;6;1;0|0;3;1;0,1;8;1;0,0;3;1;0|0;2;1;0,1;10;1;0,0;2;1;0",1,1,2
1035,1035,"1;22;1;3|1;3;1;3,1;16;1;0,1;3;1;3|1;1;1;3,1;1;1;0,1;2;1;3,1;14;1;0,1;2;1;3,1;1;1;0,1;1;1;3|1;1;1;3,1;2;1;0,1;2;1;3,1;12;1;0,1;2;1;3,1;2;1;0,1;1;1;3|1;1;1;3,1;3;1;0,1;2;1;3,1;10;1;0,1;2;1;3,1;3;1;0,1;1;1;3|1;1;1;3,1;4;1;0,1;2;1;3,1;8;1;0,1;2;1;3,1;4;1;0,1;1;1;3|1;1;1;3,1;5;1;0,1;2;1;3,1;6;1;0,1;2;1;3,1;5;1;0,1;1;1;3|1;1;1;3,1;6;1;0,1;2;1;3,1;4;1;0,1;2;1;3,1;6;1;0,1;1;1;3|1;1;1;3,1;7;1;0,1;2;1;3,1;2;1;0,1;2;1;3,1;7;1;0,1;1;1;3|1;1;1;3,1;8;1;0,1;4;1;3,1;8;1;0,1;1;1;3|1;1;1;3,1;9;1;0,1;2;1;3,1;9;1;0,1;1;1;3|1;1;1;3,1;20;1;0,1;1;1;3|1;1;1;3,1;20;1;0,1;1;1;3|1;22;1;3",1,1,2
1036,1036,"0;10;1;0,1;1;1;0,0;10;1;0|0;9;1;0,1;3;1;0,0;9;1;0|0;8;1;0,1;5;1;0,0;8;1;0|0;7;1;0,1;7;1;0,0;7;1;0|0;6;1;0,1;9;1;0,0;6;1;0|0;5;1;0,1;11;1;0,0;5;1;0|0;4;1;0,1;13;1;0,0;4;1;0|0;3;1;0,1;15;1;0,0;3;1;0|0;2;1;0,1;17;1;0,0;2;1;0|0;1;1;0,1;19;1;0,0;1;1;0|1;21;1;0|0;6;1;0,1;9;1;0,0;6;1;0|0;6;1;0,1;9;1;0,0;6;1;0|0;6;1;0,1;9;1;0,0;6;1;0|0;6;1;0,1;9;1;0,0;6;1;0|0;6;1;0,1;9;1;0,0;6;1;0|0;6;1;0,1;9;1;0,0;6;1;0|0;6;1;0,1;9;1;0,0;6;1;0",1,1,2
1037,1037,"0;12;1;0,1;2;1;0,0;14;1;0|0;12;1;0,1;4;1;0,0;12;1;0|0;12;1;0,1;7;1;0,0;9;1;0|0;12;1;0,1;9;1;0,0;7;1;0|0;12;1;0,1;11;1;0,0;5;1;0|0;12;1;0,1;13;1;0,0;3;1;0|0;12;1;0,1;11;1;0,0;5;1;0|0;12;1;0,1;10;1;0,0;6;1;0|0;12;1;0,1;8;1;0,0;8;1;0|0;12;1;0,1;6;1;0,0;10;1;0|0;12;1;0,1;4;1;0,0;12;1;0|0;12;1;0,1;2;1;0,0;14;1;0|0;12;1;0,1;2;1;0,0;14;1;0|0;12;1;0,1;2;1;0,0;14;1;0|1;28;1;0|0;1;1;0,1;26;1;0,0;1;1;0|0;2;1;0,1;24;1;0,0;2;1;0|0;3;1;0,1;22;1;0,0;3;1;0|0;4;1;0,1;20;1;0,0;4;1;0|0;5;1;0,1;18;1;0,0;5;1;0",1,1,2
1038,1038,"0;11;1;0,1;3;1;0,0;11;1;0|0;10;1;0,1;5;1;0,0;10;1;0|0;9;1;0,1;7;1;0,0;9;1;0|0;9;1;0,1;7;1;0,0;9;1;0|0;10;1;0,1;5;1;0,0;10;1;0|1;3;1;0,0;8;1;0,1;3;1;0,0;8;1;0,1;3;1;0|1;3;1;0,0;7;1;0,1;5;1;0,0;7;1;0,1;3;1;0|1;3;1;0,0;6;1;0,1;7;1;0,0;6;1;0,1;3;1;0|0;2;1;0,1;2;1;0,0;4;1;0,1;4;1;0,1;1;1;3,1;4;1;0,0;4;1;0,1;2;1;0,0;2;1;0|0;2;1;0,1;4;1;0,0;1;1;0,1;4;1;0,1;3;1;3,1;4;1;0,0;1;1;0,1;4;1;0,0;2;1;0|0;2;1;0,1;8;1;0,1;5;1;3,1;8;1;0,0;2;1;0|0;3;1;0,1;2;1;0,1;1;1;2,1;5;1;0,1;3;1;3,1;5;1;0,1;1;1;2,1;2;1;0,0;3;1;0|0;3;1;0,1;2;1;0,1;2;1;2,1;5;1;0,1;1;1;3,1;5;1;0,1;2;1;2,1;2;1;0,0;3;1;0|0;4;1;0,1;17;1;0,0;4;1;0|0;4;1;0,1;17;1;0,0;4;1;0",1,1,2
1039,1039,"0;6;1;0,1;1;1;0,0;5;1;0|0;6;1;0,1;2;1;0,0;4;1;0|0;5;1;0,1;3;1;0,0;4;1;0|0;4;1;0,1;3;1;0,1;1;1;3,1;1;1;0,0;3;1;0|0;3;1;0,1;2;1;0,1;3;1;3,1;1;1;0,0;3;1;0|0;3;1;0,1;1;1;0,1;2;1;3,1;3;1;0,0;3;1;0|0;2;1;0,1;1;1;0,1;2;1;3,1;2;1;0,1;3;1;3,0;2;1;0|0;1;1;0,1;2;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;3;1;0,0;1;1;0|0;1;1;0,1;10;1;0,0;1;1;0|1;12;1;0|2;12;1;1|0;1;1;0,2;10;1;2,0;1;1;0|0;1;1;0,2;10;1;0,0;1;1;0|0;2;1;0,2;8;1;0,0;2;1;0|0;2;1;0,2;8;1;0,0;2;1;0|0;3;1;0,2;6;1;0,0;3;1;0|0;3;1;0,2;6;1;0,0;3;1;0|0;4;1;0,2;4;1;0,0;4;1;0|0;4;1;0,2;4;1;0,0;4;1;0|0;5;1;0,2;2;1;0,0;5;1;0|0;5;1;0,2;2;1;0,0;5;1;0",2,1,2
1040,1040,"0;3;1;0,1;4;1;0,0;7;1;0,1;4;1;0,0;3;1;0|0;2;1;0,1;6;1;0,0;5;1;0,1;6;1;0,0;2;1;0|0;1;1;0,1;8;1;0,0;3;1;0,1;8;1;0,0;1;1;0|1;10;1;0,0;1;1;0,1;10;1;0|1;21;1;0|1;21;1;0|1;21;1;0|1;21;1;0|1;21;1;0|0;1;1;0,1;19;1;0,0;1;1;0|0;1;1;0,1;19;1;0,0;1;1;0|0;2;1;0,1;17;1;0,0;2;1;0|0;3;1;0,1;15;1;0,0;3;1;0|0;5;1;0,1;11;1;0,0;5;1;0|0;6;1;0,1;9;1;0,0;6;1;0|0;8;1;0,1;5;1;0,0;8;1;0|0;9;1;0,1;3;1;0,0;9;1;0|0;10;1;0,1;1;1;0,0;10;1;0",1,1,2
1041,1041,"0;10;1;0,1;7;1;0,0;3;1;0|0;8;1;0,1;2;1;0,1;6;1;0,0;4;1;0|0;6;1;0,1;4;1;0,1;6;1;0,0;4;1;0|0;5;1;0,1;5;1;0,1;5;1;0,0;5;1;0|0;4;1;0,1;6;1;0,1;5;1;0,0;5;1;0|0;4;1;0,1;6;1;0,1;4;1;0,0;4;1;0,1;2;1;0|0;3;1;0,1;7;1;0,1;4;1;0,0;3;1;0,1;3;1;0|0;2;1;0,1;8;1;0,1;4;1;0,0;1;1;0,1;5;1;0|0;1;1;0,1;3;1;0,1;2;1;3,1;4;1;0,1;10;1;0|1;4;1;0,1;2;1;3,1;4;1;0,1;10;1;0|1;10;1;0,1;10;1;0|0;3;1;0,1;7;1;0,1;4;1;0,0;1;1;0,1;5;1;0|0;4;1;0,1;6;1;0,1;4;1;0,0;3;1;0,1;3;1;0|0;5;1;0,1;5;1;0,1;4;1;0,0;4;1;0,1;2;1;0|0;6;1;0,1;4;1;0,1;5;1;0,0;5;1;0|0;7;1;0,1;3;1;0,1;5;1;0,0;5;1;0|0;8;1;0,1;2;1;0,1;6;1;0,0;4;1;0|0;10;1;0,1;7;1;0,0;3;1;0",1,1,2
1042,1042,"0;5;1;0,1;7;1;0,0;6;1;0|0;6;1;0,1;8;1;0,0;4;1;0|0;8;1;0,1;7;1;0,0;3;1;0|0;9;1;0,1;7;1;0,0;2;1;0|0;10;1;0,1;7;1;0,0;1;1;0|0;10;1;0,1;7;1;0,0;1;1;0|0;10;1;0,1;8;1;0|0;10;1;0,1;8;1;0|0;10;1;0,1;8;1;0|0;10;1;0,1;8;1;0|0;9;1;0,1;9;1;0|0;8;1;0,1;9;1;0,0;1;1;0|0;7;1;0,1;10;1;0,0;1;1;0|1;16;1;0,0;2;1;0|0;1;1;0,1;14;1;0,0;3;1;0|0;2;1;0,1;11;1;0,0;5;1;0|0;4;1;0,1;8;1;0,0;6;1;0",1,1,2
1043,1043,"0;5;1;0,1;5;1;3,0;5;1;0|0;3;1;0,1;2;1;3,1;5;1;0,1;2;1;3,0;3;1;0|0;2;1;0,1;1;1;3,1;9;1;0,1;1;1;3,0;2;1;0|0;1;1;0,1;1;1;3,1;11;1;0,1;1;1;3,0;1;1;0|0;1;1;0,1;1;1;3,1;2;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;2;1;0,1;1;1;3,0;1;1;0|1;1;1;3,1;2;1;0,1;3;1;3,1;3;1;0,1;3;1;3,1;2;1;0,1;1;1;3|1;1;1;3,1;2;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;3;1;0,1;1;1;3,1;1;1;0,1;1;1;3,1;2;1;0,1;1;1;3|1;1;1;3,1;13;1;0,1;1;1;3|1;1;1;3,1;13;1;0,1;1;1;3|1;1;1;3,1;3;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;3;1;0,1;1;1;3|0;1;1;0,1;1;1;3,1;3;1;0,1;5;1;3,1;3;1;0,1;1;1;3,0;1;1;0|0;1;1;0,1;1;1;3,1;11;1;0,1;1;1;3,0;1;1;0|0;2;1;0,1;1;1;3,1;9;1;0,1;1;1;3,0;2;1;0|0;3;1;0,1;2;1;3,1;5;1;0,1;2;1;3,0;3;1;0|0;5;1;0,1;5;1;3,0;5;1;0",1,1,2
1044,1044,"0;5;1;0,1;5;1;3,0;5;1;0|0;3;1;0,1;2;1;3,1;5;1;0,1;2;1;3,0;3;1;0|0;2;1;0,1;1;1;3,1;9;1;0,1;1;1;3,0;2;1;0|0;1;1;0,1;1;1;3,1;11;1;0,1;1;1;3,0;1;1;0|0;1;1;0,1;1;1;3,1;11;1;0,1;1;1;3,0;1;1;0|1;1;1;3,1;13;1;0,1;1;1;3|1;1;1;3,1;1;1;0,1;4;1;3,1;3;1;0,1;4;1;3,1;1;1;0,1;1;1;3|1;1;1;3,1;3;1;0,1;2;1;3,1;5;1;0,1;2;1;3,1;1;1;0,1;1;1;3|1;1;1;3,1;13;1;0,1;1;1;3|1;1;1;3,1;13;1;0,1;1;1;3|0;1;1;0,1;1;1;3,1;11;1;0,1;1;1;3,0;1;1;0|0;1;1;0,1;1;1;3,1;3;1;0,1;5;1;3,1;3;1;0,1;1;1;3,0;1;1;0|0;2;1;0,1;1;1;3,1;9;1;0,1;1;1;3,0;2;1;0|0;3;1;0,1;2;1;3,1;5;1;0,1;2;1;3,0;3;1;0|0;5;1;0,1;5;1;3,0;5;1;0",1,1,2
1045,1045,"0;6;1;0,1;5;1;3,0;6;1;0|0;4;1;0,1;2;1;3,1;5;1;0,1;2;1;3,0;4;1;0|0;3;1;0,1;1;1;3,1;9;1;0,1;1;1;3,0;3;1;0|0;2;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;5;1;0,1;1;1;3,0;2;1;0|0;1;1;0,1;1;1;3,1;4;1;0,1;5;1;3,1;4;1;0,1;1;1;3,0;1;1;0|0;1;1;0,1;1;1;3,1;3;1;0,1;7;1;3,1;3;1;0,1;1;1;3,0;1;1;0|1;1;1;3,1;4;1;0,1;2;1;3,1;9;1;0,1;1;1;3|1;1;1;3,1;4;1;0,1;2;1;3,1;9;1;0,1;1;1;3|1;1;1;3,1;5;1;0,1;5;1;3,1;5;1;0,1;1;1;3|1;1;1;3,1;9;1;0,1;2;1;3,1;4;1;0,1;1;1;3|1;1;1;3,1;9;1;0,1;2;1;3,1;4;1;0,1;1;1;3|0;1;1;0,1;1;1;3,1;3;1;0,1;7;1;3,1;3;1;0,1;1;1;3,0;1;1;0|0;1;1;0,1;1;1;3,1;4;1;0,1;5;1;3,1;4;1;0,1;1;1;3,0;1;1;0|0;2;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;5;1;0,1;1;1;3,0;2;1;0|0;3;1;0,1;1;1;3,1;9;1;0,1;1;1;3,0;3;1;0|0;4;1;0,1;2;1;3,1;5;1;0,1;2;1;3,0;4;1;0|0;6;1;0,1;5;1;3,0;6;1;0",1,1,2
1046,1046,"0;9;1;0,1;1;1;3,0;9;1;0|0;7;1;0,1;2;1;3,1;1;1;0,1;2;1;3,0;7;1;0|0;5;1;0,1;2;1;3,1;5;1;0,1;2;1;3,0;5;1;0|0;4;1;0,1;1;1;3,1;9;1;0,1;1;1;3,0;4;1;0|0;3;1;0,1;1;1;3,1;11;1;0,1;1;1;3,0;3;1;0|0;3;1;0,1;1;1;3,1;2;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;2;1;0,1;1;1;3,0;3;1;0|1;3;1;3,1;3;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;3;1;0,1;3;1;3|1;1;1;3,1;1;1;0,1;1;1;3,1;6;1;0,1;2;1;3,1;5;1;0,1;1;1;3,1;1;1;0,1;1;1;3|1;1;1;3,1;1;1;0,1;1;1;3,1;7;1;0,1;1;1;3,1;5;1;0,1;1;1;3,1;1;1;0,1;1;1;3|0;1;1;0,1;1;1;3,1;7;1;0,1;2;1;3,1;6;1;0,1;1;1;3,0;1;1;0|0;1;1;0,1;1;1;3,1;15;1;0,1;1;1;3,0;1;1;0|0;1;1;0,1;1;1;3,1;15;1;0,1;1;1;3,0;1;1;0|0;1;1;0,1;1;1;3,1;15;1;0,1;1;1;3,0;1;1;0|0;2;1;0,1;1;1;3,1;13;1;0,1;1;1;3,0;2;1;0|0;3;1;0,1;1;1;3,1;11;1;0,1;1;1;3,0;3;1;0|0;4;1;0,1;2;1;3,1;7;1;0,1;2;1;3,0;4;1;0|0;6;1;0,1;7;1;3,0;6;1;0|0;7;1;0,1;1;1;3,0;3;1;0,1;1;1;3,0;7;1;0|0;7;1;0,1;1;1;3,0;3;1;0,1;1;1;3,0;7;1;0",1,1,2
